Category,State / UT Name,Jail Type Sl.No.,Jail Type,Number of jails,Jail Sl.No.,Jail Name,Contact No.,VC for Remand Purpose,VC for Trial Purpose,VC for Other Purpose,Location1,Location2,Email ID
State,Madhya Pradesh,1,Central Jail,11,7,Central Jail Ujjain,0734-2581008/2581020,YES,NO,NO,"Central Jail Ujjain, Ujjain, MP",NA,NA
State,Madhya Pradesh,1,Central Jail,11,8,Central Jail Sagar,07582-261245/240060,YES,NO,NO,"Central Jail Sagar, Sagar MP",NA,NA
State,Madhya Pradesh,1,Central Jail,11,9,Central Jail Narsinghpur,07792-236330,YES,NO,NO,"Central Jail Narsinghpur, MP",NA,NA
State,Madhya Pradesh,1,Central Jail,11,10,Central Jail Barwani,07290-222058,YES,NO,NO,"Central Jail Barwani, Barwani MP",NA,NA
State,Madhya Pradesh,1,Central Jail,11,11,Central Jail Hoshangabad,07574-252428/254768,NO,NO,NO,Central Jail Hoshangabad,NA,NA
State,Madhya Pradesh,2,District Jail,39,1,District Jail Alirajpur,07394-233512,NO,NO,NO,"District Jail Alirajpur, Alirajpur, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,2,District Jail Indore,0731-2701528,YES,NO,NO,"District Jail Indore, Indore, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,3,District Jail Khandwa,0733-2224172,YES,NO,NO,"District Jail Khandwa, Khandwa, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,4,District Jail Chhatarpur,07682-248210,YES,NO,NO,"District Jail Chhatarpur, Chhatarpur, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,5,District Jail Chhindwara,07162-247325,YES,NO,NO,"District Jail Chhindwara, Chhindwara, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,6,District Jail Jhabua,07392-243321,NO,NO,NO,"District Jail Jhabua, Jhabua, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,7,District Jail Tikamgarh,07683-242324,NO,NO,NO,"District Jail Tikamgarh, Tikamgarh, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,8,District Jail Datia,07522-237779,NO,NO,NO,"District Jail Datia, Datia, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,9,District Jail Damoh,07812-222184,NO,NO,NO,"District Jail Damoh, Damoh, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,10,District Jail Betul,07141-234247,NO,NO,NO,"District Jail Betul, Betul, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,11,District Jail Rajgarh,07372-255030,NO,NO,NO,"District Jail Rajgarh, Rajgarh, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,12,District Jail Shahdol,07652-245207,NO,NO,NO,"District Jail Shahdol, Shahdol, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,13,District Jail Ratlam,07412-236111,NO,NO,NO,"District Jail Ratlam, Ratlam MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,14,District Jail Shajapur,07364-227476,NO,NO,NO,"District Jail Shajapur, Shajapur, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,15,District Jail Dhar,07292-222203,NO,NO,NO,"District Jail Dhar, Dhar, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,16,District Jail Seoni,07692-228114/228065,NO,NO,NO,"District Jail Seoni, Seoni, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,17,District Jail Sidhi,07822-251510/252212,NO,NO,NO,"District Jail Sidhi, Sidhi, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,18,District Jail Mandsour,07422-244226,NO,NO,NO,"District Jail Mandsour, Mandsour, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,19,District Jail Murena,07532-226258,NO,NO,NO,"District Jail Murena, Murena, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,20,District Jail Balaghat,07632-240359,NO,NO,NO,"District Jail Balaghat, Balaghat, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,21,District Jail Guna,07542-252628,NO,NO,NO,"District Jail Guna, Guna MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,22,District Jail Shivpuri,07492-234153,NO,NO,NO,"District Jail Shivpuri, Shivpuri, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,23,District Jail Sehore,07562-226480,NO,NO,NO,"District Jail Sehore, Sehore, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,24,District Jail Dewas,07272-282850/220670,NO,NO,NO,"District Jail Dewas, Dewas, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,25,District Jail Bhind,07534-230802,NO,NO,NO,"District Jail Bhind, Bhind, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,26,District Jail Panna,07732-252012,NO,NO,NO,"District Jail Panna, Panna, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,27,District Jail Vidisha,07592-232862,NO,NO,NO,"District Jail Vidisha, Vidisha, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,28,District Jail Khargone,07282-235287,NO,NO,NO,"District Jail Khargone, Khargone, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,29,District Jail Raisen,07482-280432,NO,NO,NO,"District Jail Raisen, Raisen, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,30,District Jail Mandla,07642-251052,NO,NO,NO,"District Jail Mandla, Mandla, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,31,District Jail Katni,07622-262215,NO,NO,NO,"District Jail Katni, Katni, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,32,District Jail Neemuch,07423-226668,NO,NO,NO,"District Jail Neemuch, Neemuch, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,33,District Jail Ashoknagar,07543-220756,NO,NO,NO,"District Jail Ashoknagar, Ashoknagar, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,34,District Jail Sheopur Kalan,07530-220573,NO,NO,NO,"District Jail Sheopur Kalan, Sheopur Kalan, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,35,District Jail Baidhan,07805-233191/281024,NO,NO,NO,"District Jail Baidhan, Baidhan, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,36,District Jail Umaria,07653-222808/222321,NO,NO,NO,"District Jail Umaria, Umaria, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,37,District Jail Harda,07577-295162,NO,NO,NO,"District Jail Harda, Harda, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,38,District Jail Dindori,07644-234373,NO,NO,NO,"District Jail Dindori, Dindori, MP",NA,NA
State,Madhya Pradesh,2,District Jail,39,39,District Jail Bhopal,0755-2551932,NO,NO,NO,"District Jail Bhopal, Bhopal, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,1,Sub Jail Kannod,07273-287742/222306,NO,NO,NO,"Sub Jail Kannod, Kannod, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,2,Sub Jail Garoh,07425-238248,NO,NO,NO,"Sub Jail Garoh, Garoh, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,3,Sub Jail Jawra,07414-229147,NO,NO,NO,"Sub Jail Jawra, Jawra, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,4,Sub Jail Jobat,07393-288229,NO,NO,NO,"Sub Jail Jobat, Jobat, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,5,Sub Jail Tarana,07369-236070,NO,NO,NO,"Sub Jail Tarana, Tarana, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,6,Sub Jail Narsingharh,07375-245543,NO,NO,NO,"Sub Jail Narsingharh, Narsingharh, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,7,Sub Jail Nagoud,07673-232237,NO,NO,NO,"Sub Jail Nagoud, Nagoud, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,8,Sub Jail Pipania,07576-224424,NO,NO,NO,"Sub Jail Pipania, Pipania, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,9,Sub Jail Dabra,07524-225160,NO,NO,NO,"Sub Jail Dabra, Dabra, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,10,Sub Jail Budhar,07652-260717,NO,NO,NO,"Sub Jail Budhar, Budhar, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,11,Sub Jail Begamganj,07487-272250,NO,NO,NO,"Sub Jail Begamganj, Begamganj, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,12,Sub Jail Bijawar,07608-253243,NO,NO,NO,"Sub Jail Bijawar, Bijawar, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,13,Sub Jail Mandleshwar,07283-233444,NO,NO,NO,"Sub Jail Mandleshwar, Mandleshwar, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,14,Sub Jail Mahidpur,07365-231095,NO,NO,NO,"Sub Jail Mahidpur, Mahidpur, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,15,Sub Jail Maihar,07674-232130,NO,NO,NO,"Sub Jail Maihar, Maihar, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,16,Sub Jail Sabalgarh,07536-252379,NO,NO,NO,"Sub Jail Sabalgarh, Sabalgarh, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,17,Sub Jail Sardarpur,07296-235300,NO,NO,NO,"Sub Jail Sardarpur, Sardarpur, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,18,Sub Jail Sihora,07624-230597,NO,NO,NO,"Sub Jail Sihora, Sihora, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,19,Sub Jail Sendhwa,07281-222093,NO,NO,NO,"Sub Jail Sendhwa, Sendhwa, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,20,Sub Jail Khachrod,07366-274800,NO,NO,NO,"Sub Jail Khachrod, Khachrod, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,21,Sub Jail Picchore,07496-245632,NO,NO,NO,"Sub Jail Picchore, Picchore, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,22,Sub Jail Waraseoni,07633-253384-253280,NO,NO,NO,"Sub Jail Waraseoni, Waraseoni, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,23,Sub Jail Lahaar,07529-252462,NO,NO,NO,"Sub Jail Lahaar, Lahaar, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,24,Sub Jail Mahgaon,07527-255377,NO,NO,NO,"Sub Jail Mahgaon, Mahgaon, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,25,Sub Jail Lavkushnagar,07687-251273,NO,NO,NO,"Sub Jail Lavkushnagar, Lavkushnagar, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,26,Sub Jail Amarwara,07167-223250,NO,NO,NO,"Sub Jail Amarwara, Amarwara, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,27,Sub Jail Seoni Malwa,07570-220008,NO,NO,NO,"Sub Jail Seoni Malwa, Seoni Malwa, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,28,Sub Jail Multai,07147-224541,NO,NO,NO,"Sub Jail Multai, Multai, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,29,Sub Jail Baihar,07636-256482,NO,NO,NO,"Sub Jail Baihar, Baihar, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,30,Sub Jail Sarangpur,07371-222004/291080,NO,NO,NO,"Sub Jail Sarangpur, Sarangpur, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,31,Sub Jail Lakhnadon,07690-240750,NO,NO,NO,"Sub Jail Lakhnadon, Lakhnadon, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,32,Sub Jail Nasrullaganj,07563-276288,NO,NO,NO,"Sub Jail Nasrullaganj, Nasrullaganj, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,33,Sub Jail  Bagli,07271-290985/275771,NO,NO,NO,"Sub Jail  Bagli, Bagli, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,34,Sub Jail Kolaras,07494-242154,NO,NO,NO,"Sub Jail Kolaras, Kolaras, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,35,Sub Jail  Mahow,07324-291800,NO,NO,NO,"Sub Jail  Mahow, Mahow, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,36,Sub Jail Depalpur,07322-220555,NO,NO,NO,"Sub Jail Depalpur, Depalpur, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,37,Sub Jail Sailana,07413-278583,NO,NO,NO,"Sub Jail Sailana, Sailana, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,38,Sub Jail Gohad,07539-222413,NO,NO,NO,"Sub Jail Gohad, Gohad, Mp",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,39,Sub Jail Nowgaon,07685-256667,NO,NO,NO,"Sub Jail Nowgaon, Nowgaon, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,40,Sub Jail Patan,07621-294001,NO,NO,NO,"Sub Jail Patan, Patan, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,41,Sub Jail Jawad,07420-232976,NO,NO,NO,"Sub Jail Jawad, Jawad, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,42,Sub Jail Jora,07537-245420,NO,NO,NO,"Sub Jail Jora, Jora, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,43,Sub Jail Kasrawad,07285-231361,NO,NO,NO,"Sub Jail Kasrawad, Kasrawad, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,44,Sub Jail Saner,07321-203951,NO,NO,NO,"Sub Jail Saner, Saner, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,45,Sub Jail Jatara,07681-254356,NO,NO,NO,"Sub Jail Jatara, Jatara, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,46,Sub Jail Ambah,07538-255235,NO,NO,NO,"Sub Jail Ambah, Ambah, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,47,Sub Jail Niwari,07680-232476,NO,NO,NO,"Sub Jail Niwari, Niwari, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,48,Sub Jail Beohari,07650-262111/262430,NO,NO,NO,"Sub Jail Beohari, Beohari, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,49,Sub Jail Karera,07493-253309,NO,NO,NO,"Sub Jail Karera, Karera, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,50,Sub Jail Goharganj,07480-274393,NO,NO,NO,"Sub Jail Goharganj, Goharganj, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,51,Sub Jail Sujalpur,07360-215506,NO,NO,NO,"Sub Jail Sujalpur, Sujalpur, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,52,Sub Jail Agar,07362-258646,NO,NO,NO,"Sub Jail Agar, Agar, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,53,Sub Jail bareli,07486-231260,NO,NO,NO,"Sub Jail bareli, Bareli, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,54,Sub Jail Hata,07604-264030,NO,NO,NO,"Sub Jail Hata, Hata, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,55,Sub Jail Lateri,07590-276200,NO,NO,NO,"Sub Jail Lateri, Lateri, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,56,Sub Jail Ganjbasoda,07594-223670,NO,NO,NO,"Sub Jail Ganjbasoda, Ganjbasoda, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,57,Sub Jail Sewda,07521-280438,NO,NO,NO,"Sub Jail Sewda, Sewda, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,58,Sub Jail Pohari,07490-288999,NO,NO,NO,"Sub Jail Pohari, Pohari, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,59,Sub Jail Khurai,07581-242395,NO,NO,NO,"Sub Jail Khurai, Khurai, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,60,Sub Jail Susner,07361-233859,NO,NO,NO,"Sub Jail Susner, Susner, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,61,Sub Jail Dharampuri,07291-265130/280188,NO,NO,NO,"Sub Jail Dharampuri, Dharampuri, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,62,Sub Jail Barwaha,07280-200412,NO,NO,NO,"Sub Jail Barwaha, Barwaha, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,63,Sub Jail Mauganj,07663-270764/203477,NO,NO,NO,"Sub Jail Mauganj, Mauganj, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,64,Sub Jail Rehli,07585-200900,NO,NO,NO,"Sub Jail Rehli, Rehli, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,65,Sub Jail Chachaura,07546-240980,NO,NO,NO,"Sub Jail Chachaura, Chachaura, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,66,Sub Jail Banda,07583-280512,NO,NO,NO,"Sub Jail Banda, Banda, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,67,Sub Jail Pawai,07733-282224,NO,NO,NO,"Sub Jail Pawai, Pawai, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,68,Sub Jail Manawar,07294-281296,NO,NO,NO,"Sub Jail Manawar, Manawar, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,69,Sub Jail Badnagar,07295-290062,NO,NO,NO,"Sub Jail Badnagar, Badnagar, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,70,Sub Jail Maheshwar,07283-280396,NO,NO,NO,"Sub Jail Maheshwar, Maheshwar, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,71,Sub Jail Sonkatch,07270-290450,NO,NO,NO,"Sub Jail Sonkatch, Sonkatch, MP",NA,NA
State,Madhya Pradesh,3,Sub Jail,72,72,Sub Jail Vijaypur,07528-266518,NO,NO,NO,"Sub Jail Vijaypur, Vijaypur, MP",NA,NA
State,Madhya Pradesh,4,Open Jail,1,1,Open Jail Hoshangabad,07574-257852,NO,NO,NO,Open Jail Hoshangabad,NA,NA
State,Maharashtra,1,Central Jail,9,1,Yerawada,020-26682663,NO,YES,NO,"Yerawada, Central Prison, Pune-6",NA,spycppune@gmail.com
State,Maharashtra,1,Central Jail,9,2,Kolhapur,0231-2324219,YES,YES,YES,"Kolhapur Central Prison, Kalamba",NA,kolhapurprison@gmail.com
State,Maharashtra,1,Central Jail,9,3,Mumbai,022-23096998,YES,YES,YES,"Mumbai Central Prison, Arthur Road, Mumbai-11",NA,mumbaicp-mh@gov.in
State,Maharashtra,1,Central Jail,9,4,Thane,022-25303380,YES,YES,NO,"Thane Central Prison, Dist Thane",NA,supdtprison.thane@home.maharashtra.gov.in
State,Maharashtra,1,Central Jail,9,5,Aurangabad,0240-2381051,YES,YES,NO,"Aurangabad Central Priosn, Dist Aurangabad",NA,aurangabadcp-mh@gov.in
State,Maharashtra,1,Central Jail,9,6,Nashik Road,0253-2465276,NO,YES,NO,"Nashik Road Central Prison, Dist. Nashik",NA,nrcpsupdt@yahoo.com
State,Maharashtra,1,Central Jail,9,7,Nagpur,0712-2461413,YES,YES,NO,"Nagpur Central Prison, Dist. Nagpur",NA,supdtprison.nagpur@home.maharashtra.gov.in
State,Maharashtra,1,Central Jail,9,8,Amaravati,0721-2662083,NO,YES,YES,"Amaravati Central Prison, Dist. Amaravati",NA,supdtprison.amravati@home.maharashtra.gov.in
State,Maharashtra,1,Central Jail,9,9,Taloja,022-22943819,YES,NO,NO,"Taloja Central Prison, Navi Mumbai",NA,supdtprison.taloja@home.maharashtra.gov.in
State,Maharashtra,2,District Jail,28,1,Kalyan,0251-2314580,YES,YES,YES,"Kalyan District Prison, Dist. Thane",NA,kalyandp-mh@gov.in
State,Maharashtra,2,District Jail,28,2,Byculla,022-23088133,YES,NO,NO,"Byculla District Prison, Dist. Mumbai",NA,supdtprison.byculla@home.maharashtra.gov.in
State,Maharashtra,2,District Jail,28,3,Dhule,02562-235044,YES,YES,YES,"dhule District Prison, Dist., Dhule",NA,supdtprison.dhule@home.maharashtra.gov.in
State,Maharashtra,2,District Jail,28,4,Akola,0724-2435005,YES,NO,NO,"Akola District Prison, Dist Akola",NA,supdtprison.akola@home.maharashtra.gov.in
State,Maharashtra,2,District Jail,28,5,Bhandara,07184-252258,NO,NO,NO,"Bhandara District Prison, Dist. Bhandara",NA,bhandaradp-mh@gov.in
State,Maharashtra,2,District Jail,28,6,Chandrapur,07172-250703,YES,YES,NO,Chandrapur District Prison Dist. Chandrapur,NA,chandrapurprison@gmail.com
State,Maharashtra,2,District Jail,28,7,Yavatmal,07232-244326,YES,YES,YES,"Yavatmal District Prison, Dist. Yavatmal",NA,yavatmaldistprison@gmail.com
State,Maharashtra,2,District Jail,28,8,Wardha,07152-240162,NO,YES,NO,"Wardha District Prison, Dist. Wardha",NA,wardhaprisoncii@gmail.com
State,Maharashtra,2,District Jail,28,9,Latur,02382-212488,NO,NO,NO,"Latur District Prison, Dist. Latur",NA,laturdp-mh@gov.in
State,Maharashtra,2,District Jail,28,10,Washim,07252-235232,NO,NO,NO,"Washim District Prison, Dist. Washim",NA,washimdistrictprison@gmail.com
State,Maharashtra,2,District Jail,28,11,Nandurbar,02382-212488,NO,NO,NO,"Nandurbar Duistrict Prison, Dist. Nandurbar",NA,nandurbardp-mh@gov.in
State,Maharashtra,2,District Jail,28,12,Jalana,02482-203150,NO,NO,NO,"Jalana District Prison, Dist. Jalana",NA,jalnadistrictprison14@gmail.com
State,Maharashtra,2,District Jail,28,13,Alibag,02141-222052,NO,YES,YES,"Alibag District Prison, Dist. Raigad",NA,alibagdp-mh@gov.in
State,Maharashtra,2,District Jail,28,14,Sawantwadi,02363-272045,YES,YES,YES,"Sawantwadi District Prison, Dist. Sindhudurg",NA,sawantwadidp-mh@gov.in
State,Maharashtra,2,District Jail,28,15,Buldhana,07262-242314,YES,YES,YES,"Buldhana District Priosn, Dist. Buldhana",NA,buldhanadp-mh@gov.in
State,Maharashtra,2,District Jail,28,16,Parbhani,02452-231339,YES,YES,NO,"Parbhani District Prison, Dist. Parbhani",NA,pbn@rediffmail.com
State,Maharashtra,2,District Jail,28,17,Osmanabad,02472-222250,YES,YES,YES,"Osmanabad District Prison, Dist. Osmanabad",NA,osmanabaddistprison@rediffmail.com
State,Maharashtra,2,District Jail,28,18,Beed,02442-222370,YES,YES,YES,"Beed district Prison, Dist Beed",NA,beedprison@gmail.com
State,Maharashtra,2,District Jail,28,19,Nanded,02462-234104,YES,YES,NO,"Nanded District Prison, Dist. Nanded",NA,nandeddp-mh@gov.in
State,Maharashtra,2,District Jail,28,20,Jalgaon,0257-2228697,YES,YES,NO,"Jalgaon District Prison, Dist. Jalgaon",NA,jalgaondp-mh@gov.in
State,Maharashtra,2,District Jail,28,21,Solapur,0217-2625709,YES,YES,YES,"Solapur District Prison, Dist. Solapur",NA,solapurdp-mh@gov.in
State,Maharashtra,2,District Jail,28,22,Sangli,0233-2373216,YES,YES,NO,"Sangli District Prison, Dist. Sangli",NA,sanglidp-mh@gov.in
State,Maharashtra,2,District Jail,28,23,Satara,02162-233850,YES,YES,YES,"Satara District Prison, Dist. Satara",NA,spprisonsatara@rediffmail.com
State,Maharashtra,2,District Jail,28,24,Ahemadnagar,0241-2344789,NO,YES,NO,"Ahmednagar District Prison, Dist. Ahmednagar",NA,anagarjail@gmail.com
State,Maharashtra,2,District Jail,28,25,J J Hospital,022-23088133,NO,NO,NO,"Byculla District Prison, Dist. Mumbai",NA,supdtprison.byculla@home.maharashtra.gov.in
State,Maharashtra,2,District Jail,28,26,Kolhapur,0231-2540315,YES,NO,NO,"Kolhapur District Prison, Dist. Kolhapur",NA,kolpcity@gmail.com
State,Maharashtra,2,District Jail,28,27,Bhusawal,0257-2228697,NO,NO,NO,"Bhusawal District Prison, Dist. Jalgaon",NA,supdtprison.jalgaon@home.maharashtra.gov.in
State,Maharashtra,2,District Jail,28,28,Sindhudurga,02363-272045,NO,NO,NO,"Sawantwadi District Prison, Dist. Sindhudurg",NA,sawantwadidp-mh@gov.in
State,Maharashtra,3,Sub Jail,100,1,Junnar,NA,NO,NO,NO,"Taluka Junner, District Pune",NA,NA
State,Maharashtra,3,Sub Jail,100,2,Purandhar,NA,NO,NO,NO,"At Post Saswad, Taluka Purandhar, Dist. Pune",NA,NA
State,Maharashtra,3,Sub Jail,100,3,Daund,NA,NO,NO,NO,"Taluka Dound, Dist. Pune",NA,NA
State,Maharashtra,3,Sub Jail,100,4,Indapur,NA,NO,NO,NO,"Taluka Indapur, Dist. Pune",NA,NA
State,Maharashtra,3,Sub Jail,100,5,Shirur,NA,NO,NO,NO,"Taluka Shirur, Dist. Pune",NA,NA
State,Maharashtra,3,Sub Jail,100,6,Baramati,NA,NO,NO,NO,"Taluka Baramati, Dist. Pune",NA,NA
State,Maharashtra,3,Sub Jail,100,7,Khed,NA,NO,NO,NO,"Taluka Khed, Dist. Pune",NA,NA
State,Maharashtra,3,Sub Jail,100,8,Ambegaon,NA,NO,NO,NO,"At Post Ghodegaon, Taluka Ambegaon, Dist. Pune",NA,NA
State,Maharashtra,3,Sub Jail,100,9,Wadgaon Maval,NA,NO,NO,NO,"At Post Taluka Wadgaon Mawal, Dist. Pune",NA,NA
State,Maharashtra,3,Sub Jail,100,10,Gadhinglaj,NA,NO,NO,NO,"Taluka Gadhinglaj, Dist. Kolhapur",NA,NA
State,Maharashtra,3,Sub Jail,100,11,Panhala,NA,NO,NO,NO,"Taluka Panhala, Dist. Kolhapur",NA,NA
State,Maharashtra,3,Sub Jail,100,12,Bhudargad,NA,NO,NO,NO,"Taluka Bhudargad, Dist. Kolhapur",NA,NA
State,Maharashtra,3,Sub Jail,100,13,Radhanagri,NA,NO,NO,NO,"Taluka Radhanagri, Dist. Kolhapur",NA,NA
State,Maharashtra,3,Sub Jail,100,14,Shirol Sub Jail,NA,NO,NO,NO,"Taluka Shirol, Dist. Kolhapur",NA,NA
State,Maharashtra,3,Sub Jail,100,15,Chandgad,NA,NO,NO,NO,"Taluka Chandgad, Dist. Kolhapur",NA,NA
State,Maharashtra,3,Sub Jail,100,16,Kagal Sub Jail,NA,NO,NO,NO,"Taluka Kagal, Dist. Kolhapur",NA,NA
State,Maharashtra,3,Sub Jail,100,17,Ajara,NA,NO,NO,NO,"Taluka Ajara, Dist. Kolhapur",NA,NA
State,Maharashtra,3,Sub Jail,100,18,Shahuwadi,NA,NO,NO,NO,"Taluka Shahuwadi, Dist. Kolhapur",NA,NA
State,Maharashtra,3,Sub Jail,100,19,Kopergaon,NA,NO,NO,NO,"Taluka Kopargaon, Dist. Ahmadnagar",NA,NA
State,Maharashtra,3,Sub Jail,100,20,Akole,NA,NO,NO,NO,"Taluka Akole, Dist. Ahmadnagar",NA,NA
State,Maharashtra,3,Sub Jail,100,21,Sangamner,NA,NO,NO,NO,"Taluka Sangamner, Dist. Ahmadnagar",NA,NA
State,Maharashtra,3,Sub Jail,100,22,Shrirampur,NA,NO,NO,NO,"Taluka Shrirampur, Dist. Ahmadnagar",NA,NA
State,Maharashtra,3,Sub Jail,100,23,Rahuri,NA,NO,NO,NO,"Taluka Rahuri, Dist. Ahmadnagar",NA,NA
State,Maharashtra,3,Sub Jail,100,24,Newasa,NA,NO,NO,NO,"Taluka Newasa, Dist. Ahmadnagar",NA,NA
State,Maharashtra,3,Sub Jail,100,25,Shevgaon,NA,NO,NO,NO,"Taluka Shevgaon, Dist. Ahmadnagar",NA,NA
State,Maharashtra,3,Sub Jail,100,26,Parner,NA,NO,NO,NO,"Taluka Parner, Dist. Ahmadnagar",NA,NA
