state_name,is_state,year,gender,convicts,under_trial,detenues,others
Haryana,1,2006,Female,Sikh,22,32,0,0
Haryana,1,2006,Male,Christian,18,31,0,0
Haryana,1,2006,Male,Hindu,3745,5629,0,13
Haryana,1,2006,Male,Muslim,512,915,0,0
Haryana,1,2006,Male,Others,28,47,0,0
Haryana,1,2006,Male,Sikh,485,731,0,0
Haryana,1,2007,Female,Christian,1,1,0,0
Haryana,1,2007,Female,Hindu,169,279,0,0
Haryana,1,2007,Female,Muslim,10,47,0,0
Haryana,1,2007,Female,Others,3,0,0,0
Haryana,1,2007,Female,Sikh,18,33,0,0
Haryana,1,2007,Male,Christian,23,27,0,0
Haryana,1,2007,Male,Hindu,3703,5576,0,0
Haryana,1,2007,Male,Muslim,546,1408,0,0
Haryana,1,2007,Male,Others,25,24,0,0
Haryana,1,2007,Male,Sikh,478,722,0,0
Haryana,1,2008,Female,Christian,1,2,0,0
Haryana,1,2008,Female,Hindu,216,303,0,0
Haryana,1,2008,Female,Muslim,7,27,0,0
Haryana,1,2008,Female,Others,2,6,0,0
Haryana,1,2008,Female,Sikh,29,64,0,0
Haryana,1,2008,Male,Christian,22,23,0,0
Haryana,1,2008,Male,Hindu,3666,6169,0,0
Haryana,1,2008,Male,Muslim,658,1199,0,0
Haryana,1,2008,Male,Others,19,93,0,0
Haryana,1,2008,Male,Sikh,767,776,0,0
Haryana,1,2009,Female,Christian,0,0,0,0
Haryana,1,2009,Female,Hindu,241,254,0,0
Haryana,1,2009,Female,Muslim,8,12,0,0
Haryana,1,2009,Female,Others,0,8,0,0
Haryana,1,2009,Female,Sikh,15,80,0,0
Haryana,1,2009,Male,Christian,12,7,0,0
Haryana,1,2009,Male,Hindu,4571,5352,0,4
Haryana,1,2009,Male,Muslim,431,447,0,0
Haryana,1,2009,Male,Others,16,354,0,0
Haryana,1,2009,Male,Sikh,498,1527,0,0
Haryana,1,2010,Female,Christian,0,0,0,0
Haryana,1,2010,Female,Hindu,206,274,0,0
Haryana,1,2010,Female,Muslim,10,35,0,0
Haryana,1,2010,Female,Others,2,1,0,0
Haryana,1,2010,Female,Sikh,27,40,0,0
Haryana,1,2010,Male,Christian,17,15,0,0
Haryana,1,2010,Male,Hindu,5016,6088,0,0
Haryana,1,2010,Male,Muslim,385,993,0,0
Haryana,1,2010,Male,Others,14,53,0,0
Haryana,1,2010,Male,Sikh,534,509,0,0
Haryana,1,2011,Female,Christian,1,0,0,0
Haryana,1,2011,Female,Hindu,243,337,0,0
Haryana,1,2011,Female,Muslim,13,26,0,0
Haryana,1,2011,Female,Others,0,1,0,0
Haryana,1,2011,Female,Sikh,28,21,0,0
Haryana,1,2011,Male,Christian,11,20,0,0
Haryana,1,2011,Male,Hindu,5218,6667,0,1
Haryana,1,2011,Male,Muslim,462,880,0,0
Haryana,1,2011,Male,Others,2,28,0,0
Haryana,1,2011,Male,Sikh,551,523,0,0
Haryana,1,2012,Female,Christian,0,2,0,0
Haryana,1,2012,Female,Hindu,244,364,0,0
Haryana,1,2012,Female,Muslim,22,26,0,0
Haryana,1,2012,Female,Others,0,22,0,0
Haryana,1,2012,Female,Sikh,24,46,0,0
Haryana,1,2012,Male,Christian,23,19,0,0
Haryana,1,2012,Male,Hindu,5279,7960,0,0
Haryana,1,2012,Male,Muslim,523,1110,0,0
Haryana,1,2012,Male,Others,26,144,0,0
Haryana,1,2012,Male,Sikh,560,558,0,0
Haryana,1,2013,Female,Christian,1,1,0,0
Haryana,1,2013,Female,Hindu,306,399,0,0
Haryana,1,2013,Female,Muslim,22,27,0,0
Haryana,1,2013,Female,Others,0,4,0,0
Haryana,1,2013,Female,Sikh,26,44,0,0
Haryana,1,2013,Male,Christian,17,18,0,0
Haryana,1,2013,Male,Hindu,5579,8160,0,1
Haryana,1,2013,Male,Muslim,484,1111,0,0
Haryana,1,2013,Male,Others,22,93,0,0
Haryana,1,2013,Male,Sikh,563,766,0,0
Himachal Pradesh,1,2001,Female,Christian,0,0,0,0
Himachal Pradesh,1,2001,Female,Hindu,10,9,0,0
Himachal Pradesh,1,2001,Female,Muslim,0,0,0,0
Himachal Pradesh,1,2001,Female,Others,1,6,0,0
Himachal Pradesh,1,2001,Female,Sikh,0,0,0,0
Himachal Pradesh,1,2001,Male,Christian,0,0,0,0
Himachal Pradesh,1,2001,Male,Hindu,250,315,0,0
Himachal Pradesh,1,2001,Male,Muslim,26,32,0,0
Himachal Pradesh,1,2001,Male,Others,80,125,0,0
Himachal Pradesh,1,2001,Male,Sikh,28,25,0,0
Himachal Pradesh,1,2002,Female,Christian,0,2,0,0
Himachal Pradesh,1,2002,Female,Hindu,6,18,0,0
Himachal Pradesh,1,2002,Female,Muslim,0,0,0,0
Himachal Pradesh,1,2002,Female,Others,0,0,0,0
Himachal Pradesh,1,2002,Female,Sikh,1,0,0,0
Himachal Pradesh,1,2002,Male,Christian,6,14,0,0
Himachal Pradesh,1,2002,Male,Hindu,374,418,0,0
Himachal Pradesh,1,2002,Male,Muslim,18,19,0,0
Himachal Pradesh,1,2002,Male,Others,0,0,0,0
Himachal Pradesh,1,2002,Male,Sikh,14,7,0,0
Himachal Pradesh,1,2003,Female,Christian,0,0,0,0
Himachal Pradesh,1,2003,Female,Hindu,11,19,0,0
Himachal Pradesh,1,2003,Female,Muslim,0,0,0,0
Himachal Pradesh,1,2003,Female,Others,0,0,0,0
Himachal Pradesh,1,2003,Female,Sikh,1,0,0,0
Himachal Pradesh,1,2003,Male,Christian,4,11,0,0
Himachal Pradesh,1,2003,Male,Hindu,427,439,0,0
Himachal Pradesh,1,2003,Male,Muslim,21,16,0,0
Himachal Pradesh,1,2003,Male,Others,0,0,0,0
Himachal Pradesh,1,2003,Male,Sikh,12,17,0,0
Himachal Pradesh,1,2004,Female,Christian,0,0,0,0
Himachal Pradesh,1,2004,Female,Hindu,17,16,0,0
Himachal Pradesh,1,2004,Female,Muslim,0,1,0,0
Himachal Pradesh,1,2004,Female,Others,0,0,0,0
Himachal Pradesh,1,2004,Female,Sikh,0,2,0,0
Himachal Pradesh,1,2004,Male,Christian,3,1,0,0
Himachal Pradesh,1,2004,Male,Hindu,514,413,0,0
Himachal Pradesh,1,2004,Male,Muslim,22,48,0,0
Himachal Pradesh,1,2004,Male,Others,0,0,0,0
Himachal Pradesh,1,2004,Male,Sikh,1,6,0,0
Himachal Pradesh,1,2005,Female,Christian,0,0,0,0
Himachal Pradesh,1,2005,Female,Hindu,17,14,0,0
Himachal Pradesh,1,2005,Female,Muslim,0,2,0,0
Himachal Pradesh,1,2005,Female,Others,0,0,0,0
Himachal Pradesh,1,2005,Female,Sikh,1,0,0,0
Himachal Pradesh,1,2005,Male,Christian,3,0,0,0
Himachal Pradesh,1,2005,Male,Hindu,559,423,0,0
Himachal Pradesh,1,2005,Male,Muslim,45,91,0,0
Himachal Pradesh,1,2005,Male,Others,0,0,0,0
Himachal Pradesh,1,2005,Male,Sikh,7,6,0,0
Himachal Pradesh,1,2006,Female,Christian,0,0,0,0
Himachal Pradesh,1,2006,Female,Hindu,23,18,0,0
Himachal Pradesh,1,2006,Female,Muslim,0,2,0,0
Himachal Pradesh,1,2006,Female,Others,0,0,0,0
Himachal Pradesh,1,2006,Female,Sikh,1,1,0,0
Himachal Pradesh,1,2006,Male,Christian,4,5,0,0
Himachal Pradesh,1,2006,Male,Hindu,666,493,0,0
Himachal Pradesh,1,2006,Male,Muslim,30,31,0,0
Himachal Pradesh,1,2006,Male,Others,16,5,0,0
Himachal Pradesh,1,2006,Male,Sikh,24,17,0,0
Himachal Pradesh,1,2007,Female,Christian,0,0,0,0
Himachal Pradesh,1,2007,Female,Hindu,32,24,0,0
Himachal Pradesh,1,2007,Female,Muslim,2,0,0,0
Himachal Pradesh,1,2007,Female,Others,0,0,0,0
Himachal Pradesh,1,2007,Female,Sikh,3,0,0,0
Himachal Pradesh,1,2007,Male,Christian,13,6,0,0
Himachal Pradesh,1,2007,Male,Hindu,741,489,0,0
Himachal Pradesh,1,2007,Male,Muslim,44,31,0,0
Himachal Pradesh,1,2007,Male,Others,9,6,0,0
Himachal Pradesh,1,2007,Male,Sikh,31,4,0,0
Himachal Pradesh,1,2008,Female,Christian,1,1,0,0
Himachal Pradesh,1,2008,Female,Hindu,27,22,0,0
Himachal Pradesh,1,2008,Female,Muslim,2,2,0,0
Himachal Pradesh,1,2008,Female,Others,0,0,0,0
Himachal Pradesh,1,2008,Female,Sikh,2,1,0,0
Himachal Pradesh,1,2008,Male,Christian,14,9,0,0
Himachal Pradesh,1,2008,Male,Hindu,790,512,0,0
Himachal Pradesh,1,2008,Male,Muslim,25,20,0,0
Himachal Pradesh,1,2008,Male,Others,5,3,0,0
Himachal Pradesh,1,2008,Male,Sikh,24,8,0,0
Himachal Pradesh,1,2009,Female,Christian,0,0,0,0
Himachal Pradesh,1,2009,Female,Hindu,33,16,0,0
Himachal Pradesh,1,2009,Female,Muslim,0,0,0,0
Himachal Pradesh,1,2009,Female,Others,0,0,0,0
Himachal Pradesh,1,2009,Female,Sikh,2,1,0,0
Himachal Pradesh,1,2009,Male,Christian,2,6,0,0
Himachal Pradesh,1,2009,Male,Hindu,770,636,0,0
Himachal Pradesh,1,2009,Male,Muslim,21,37,0,0
Himachal Pradesh,1,2009,Male,Others,3,1,0,0
Himachal Pradesh,1,2009,Male,Sikh,11,15,0,0
Himachal Pradesh,1,2010,Female,Christian,0,0,0,0
Himachal Pradesh,1,2010,Female,Hindu,24,23,0,0
Himachal Pradesh,1,2010,Female,Muslim,0,0,0,0
Himachal Pradesh,1,2010,Female,Others,0,0,0,0
Himachal Pradesh,1,2010,Female,Sikh,3,0,0,0
Himachal Pradesh,1,2010,Male,Christian,4,6,0,0
Himachal Pradesh,1,2010,Male,Hindu,868,562,0,0
Himachal Pradesh,1,2010,Male,Muslim,25,24,0,0
Himachal Pradesh,1,2010,Male,Others,6,2,0,0
Himachal Pradesh,1,2010,Male,Sikh,32,6,0,0
Himachal Pradesh,1,2011,Female,Christian,0,0,0,0
Himachal Pradesh,1,2011,Female,Hindu,27,30,0,0
Himachal Pradesh,1,2011,Female,Muslim,0,1,0,0
Himachal Pradesh,1,2011,Female,Others,0,0,0,0
Himachal Pradesh,1,2011,Female,Sikh,2,2,0,0
Himachal Pradesh,1,2011,Male,Christian,4,3,0,0
Himachal Pradesh,1,2011,Male,Hindu,857,573,0,0
Himachal Pradesh,1,2011,Male,Muslim,32,34,0,0
Himachal Pradesh,1,2011,Male,Others,2,4,0,0
Himachal Pradesh,1,2011,Male,Sikh,18,18,0,0
Himachal Pradesh,1,2012,Female,Christian,0,0,0,0
Himachal Pradesh,1,2012,Female,Hindu,33,35,0,0
Himachal Pradesh,1,2012,Female,Muslim,0,2,0,0
Himachal Pradesh,1,2012,Female,Others,0,0,0,0
Himachal Pradesh,1,2012,Female,Sikh,3,0,0,0
Himachal Pradesh,1,2012,Male,Christian,10,9,0,0
Himachal Pradesh,1,2012,Male,Hindu,825,634,0,0
Himachal Pradesh,1,2012,Male,Muslim,34,58,0,0
Himachal Pradesh,1,2012,Male,Others,17,10,0,0
Himachal Pradesh,1,2012,Male,Sikh,30,16,0,0
Himachal Pradesh,1,2013,Female,Christian,0,0,0,0
Himachal Pradesh,1,2013,Female,Hindu,37,53,0,0
Himachal Pradesh,1,2013,Female,Muslim,0,1,0,0
Himachal Pradesh,1,2013,Female,Others,0,2,0,0
Himachal Pradesh,1,2013,Female,Sikh,1,2,0,0
Himachal Pradesh,1,2013,Male,Christian,6,4,0,0
Himachal Pradesh,1,2013,Male,Hindu,880,869,0,0
Himachal Pradesh,1,2013,Male,Muslim,30,35,0,0
Himachal Pradesh,1,2013,Male,Others,16,7,0,0
Himachal Pradesh,1,2013,Male,Sikh,31,25,0,0
Jammu & Kashmir,1,2001,Female,Christian,0,0,0,0
Jammu & Kashmir,1,2001,Female,Hindu,3,19,0,0
Jammu & Kashmir,1,2001,Female,Muslim,1,13,2,0
Jammu & Kashmir,1,2001,Female,Others,0,0,0,0
Jammu & Kashmir,1,2001,Female,Sikh,1,1,0,0
Jammu & Kashmir,1,2001,Male,Christian,1,1,0,0
Jammu & Kashmir,1,2001,Male,Hindu,72,368,9,0
Jammu & Kashmir,1,2001,Male,Muslim,37,659,395,3
Jammu & Kashmir,1,2001,Male,Others,2,0,0,0
Jammu & Kashmir,1,2001,Male,Sikh,6,44,10,0
Jammu & Kashmir,1,2002,Female,Christian,0,0,0,0
Jammu & Kashmir,1,2002,Female,Hindu,2,19,0,0
Jammu & Kashmir,1,2002,Female,Muslim,0,27,1,0
Jammu & Kashmir,1,2002,Female,Others,0,0,0,0
Jammu & Kashmir,1,2002,Female,Sikh,1,0,0,0
Jammu & Kashmir,1,2002,Male,Christian,1,11,1,0
Jammu & Kashmir,1,2002,Male,Hindu,68,345,5,0
Jammu & Kashmir,1,2002,Male,Muslim,46,780,432,1
Jammu & Kashmir,1,2002,Male,Others,6,0,0,0
Jammu & Kashmir,1,2002,Male,Sikh,5,47,5,0
Jammu & Kashmir,1,2003,Female,Christian,0,0,0,0
Jammu & Kashmir,1,2003,Female,Hindu,1,23,0,0
Jammu & Kashmir,1,2003,Female,Muslim,0,28,0,0
Jammu & Kashmir,1,2003,Female,Others,0,0,0,0
Jammu & Kashmir,1,2003,Female,Sikh,0,13,0,0
Jammu & Kashmir,1,2003,Male,Christian,0,10,0,0
Jammu & Kashmir,1,2003,Male,Hindu,87,471,7,0
Jammu & Kashmir,1,2003,Male,Muslim,71,654,386,0
Jammu & Kashmir,1,2003,Male,Others,0,0,0,0
Jammu & Kashmir,1,2003,Male,Sikh,9,131,4,0
Jammu & Kashmir,1,2004,Female,Christian,0,0,0,0
Jammu & Kashmir,1,2004,Female,Hindu,5,25,0,0
Jammu & Kashmir,1,2004,Female,Muslim,0,27,2,0
Jammu & Kashmir,1,2004,Female,Others,0,0,0,0
Jammu & Kashmir,1,2004,Female,Sikh,0,1,0,0
Jammu & Kashmir,1,2004,Male,Christian,8,15,0,0
Jammu & Kashmir,1,2004,Male,Hindu,105,538,5,0
Jammu & Kashmir,1,2004,Male,Muslim,71,723,441,0
Jammu & Kashmir,1,2004,Male,Others,3,1,0,1
Jammu & Kashmir,1,2004,Male,Sikh,8,57,3,0
Jammu & Kashmir,1,2005,Female,Christian,0,4,0,0
Jammu & Kashmir,1,2005,Female,Hindu,8,30,0,0
Jammu & Kashmir,1,2005,Female,Muslim,2,22,4,0
Jammu & Kashmir,1,2005,Female,Others,0,0,0,0
Jammu & Kashmir,1,2005,Female,Sikh,0,1,0,0
Jammu & Kashmir,1,2005,Male,Christian,3,13,6,0
Jammu & Kashmir,1,2005,Male,Hindu,125,487,21,0
Jammu & Kashmir,1,2005,Male,Muslim,80,919,343,0
Jammu & Kashmir,1,2005,Male,Others,0,2,0,0
Jammu & Kashmir,1,2005,Male,Sikh,3,61,3,0
Jammu & Kashmir,1,2006,Female,Christian,0,0,0,0
Jammu & Kashmir,1,2006,Female,Hindu,9,20,0,0
Jammu & Kashmir,1,2006,Female,Muslim,0,25,1,0
Jammu & Kashmir,1,2006,Female,Others,0,0,0,0
Jammu & Kashmir,1,2006,Female,Sikh,0,4,0,0
Jammu & Kashmir,1,2006,Male,Christian,3,6,0,0
Jammu & Kashmir,1,2006,Male,Hindu,142,597,7,1
Jammu & Kashmir,1,2006,Male,Muslim,103,924,360,2
Jammu & Kashmir,1,2006,Male,Others,0,0,0,0
Jammu & Kashmir,1,2006,Male,Sikh,7,58,1,0
Jammu & Kashmir,1,2007,Female,Christian,0,0,0,0
Jammu & Kashmir,1,2007,Female,Hindu,7,40,0,0
Jammu & Kashmir,1,2007,Female,Muslim,0,29,3,0
Jammu & Kashmir,1,2007,Female,Others,0,0,0,0
Jammu & Kashmir,1,2007,Female,Sikh,0,3,0,0
Jammu & Kashmir,1,2007,Male,Christian,0,12,0,0
Jammu & Kashmir,1,2007,Male,Hindu,141,546,2,0
Jammu & Kashmir,1,2007,Male,Muslim,130,1024,270,0
Jammu & Kashmir,1,2007,Male,Others,4,8,0,0
Jammu & Kashmir,1,2007,Male,Sikh,10,70,0,0
Jammu & Kashmir,1,2008,Female,Christian,0,0,0,0
Jammu & Kashmir,1,2008,Female,Hindu,7,31,0,0
Jammu & Kashmir,1,2008,Female,Muslim,2,37,1,0
Jammu & Kashmir,1,2008,Female,Others,0,0,0,0
Jammu & Kashmir,1,2008,Female,Sikh,0,7,0,0
Jammu & Kashmir,1,2008,Male,Christian,4,16,0,0
Jammu & Kashmir,1,2008,Male,Hindu,141,708,8,0
Jammu & Kashmir,1,2008,Male,Muslim,154,767,124,0
Jammu & Kashmir,1,2008,Male,Others,6,23,0,0
Jammu & Kashmir,1,2008,Male,Sikh,24,117,133,0
Jammu & Kashmir,1,2009,Female,Christian,0,0,0,0
Jammu & Kashmir,1,2009,Female,Hindu,6,35,0,0
Jammu & Kashmir,1,2009,Female,Muslim,5,43,1,0
Jammu & Kashmir,1,2009,Female,Others,0,0,0,0
Jammu & Kashmir,1,2009,Female,Sikh,1,7,0,0
Jammu & Kashmir,1,2009,Male,Christian,0,8,0,0
Jammu & Kashmir,1,2009,Male,Hindu,146,710,1,0
Jammu & Kashmir,1,2009,Male,Muslim,190,944,180,1
Jammu & Kashmir,1,2009,Male,Others,2,9,0,0
Jammu & Kashmir,1,2009,Male,Sikh,8,65,0,0
Jammu & Kashmir,1,2010,Female,Christian,0,0,0,0
Jammu & Kashmir,1,2010,Female,Hindu,7,36,6,0
Jammu & Kashmir,1,2010,Female,Muslim,0,42,9,0
Jammu & Kashmir,1,2010,Female,Others,0,0,0,0
Jammu & Kashmir,1,2010,Female,Sikh,0,6,0,0
Jammu & Kashmir,1,2010,Male,Christian,0,17,1,0
Jammu & Kashmir,1,2010,Male,Hindu,121,562,62,0
Jammu & Kashmir,1,2010,Male,Muslim,121,1163,330,2
Jammu & Kashmir,1,2010,Male,Others,0,0,0,0
Jammu & Kashmir,1,2010,Male,Sikh,10,81,1,0
Jammu & Kashmir,1,2011,Female,Christian,0,2,0,0
Jammu & Kashmir,1,2011,Female,Hindu,9,24,0,0
Jammu & Kashmir,1,2011,Female,Muslim,1,51,5,0
Jammu & Kashmir,1,2011,Female,Others,0,0,0,0
Jammu & Kashmir,1,2011,Female,Sikh,0,11,0,0
Jammu & Kashmir,1,2011,Male,Christian,5,41,3,0
Jammu & Kashmir,1,2011,Male,Hindu,135,835,35,10
Jammu & Kashmir,1,2011,Male,Muslim,121,960,153,0
Jammu & Kashmir,1,2011,Male,Others,0,5,0,0
Jammu & Kashmir,1,2011,Male,Sikh,30,184,43,0
Jammu & Kashmir,1,2012,Female,Christian,0,0,0,0
Jammu & Kashmir,1,2012,Female,Hindu,7,23,0,0
Jammu & Kashmir,1,2012,Female,Muslim,3,52,0,0
Jammu & Kashmir,1,2012,Female,Others,0,0,0,0
Jammu & Kashmir,1,2012,Female,Sikh,3,5,0,0
Jammu & Kashmir,1,2012,Male,Christian,4,14,0,0
Jammu & Kashmir,1,2012,Male,Hindu,191,627,4,0
Jammu & Kashmir,1,2012,Male,Muslim,152,1203,140,0
Jammu & Kashmir,1,2012,Male,Others,7,7,0,0
Jammu & Kashmir,1,2012,Male,Sikh,22,76,0,0
Jammu & Kashmir,1,2013,Female,Christian,0,0,0,0
Jammu & Kashmir,1,2013,Female,Hindu,7,20,0,0
Jammu & Kashmir,1,2013,Female,Muslim,2,51,1,0
Jammu & Kashmir,1,2013,Female,Others,0,0,0,0
Jammu & Kashmir,1,2013,Female,Sikh,1,5,0,0
Jammu & Kashmir,1,2013,Male,Christian,3,18,0,0
Jammu & Kashmir,1,2013,Male,Hindu,191,625,11,0
Jammu & Kashmir,1,2013,Male,Muslim,164,1099,60,0
Jammu & Kashmir,1,2013,Male,Others,0,0,0,0
Jammu & Kashmir,1,2013,Male,Sikh,12,82,0,0
Jharkhand,1,2001,Female,Christian,3,23,0,0
Jharkhand,1,2001,Female,Hindu,33,302,0,0
Jharkhand,1,2001,Female,Muslim,13,59,0,0
Jharkhand,1,2001,Female,Others,0,3,0,0
Jharkhand,1,2001,Female,Sikh,0,5,0,0
Jharkhand,1,2001,Male,Christian,309,1344,0,0
Jharkhand,1,2001,Male,Hindu,1207,9420,6,8
Jharkhand,1,2001,Male,Muslim,700,2598,3,2
Jharkhand,1,2001,Male,Others,129,228,0,0
Jharkhand,1,2001,Male,Sikh,26,96,0,0
Jharkhand,1,2002,Female,Christian,8,37,0,0
Jharkhand,1,2002,Female,Hindu,55,314,0,0
Jharkhand,1,2002,Female,Muslim,8,52,0,0
Jharkhand,1,2002,Female,Others,0,1,0,0
Jharkhand,1,2002,Female,Sikh,0,1,0,0
Jharkhand,1,2002,Male,Christian,316,1245,0,0
Jharkhand,1,2002,Male,Hindu,2127,7972,1,3
Jharkhand,1,2002,Male,Muslim,475,2327,17,0
Jharkhand,1,2002,Male,Others,9,121,0,0
Jharkhand,1,2002,Male,Sikh,15,24,0,0
Jharkhand,1,2003,Female,Christian,14,22,0,0
Jharkhand,1,2003,Female,Hindu,75,313,0,0
Jharkhand,1,2003,Female,Muslim,33,69,0,0
Jharkhand,1,2003,Female,Others,5,6,0,0
Jharkhand,1,2003,Female,Sikh,0,4,0,0
Jharkhand,1,2003,Male,Christian,600,1115,0,0
Jharkhand,1,2003,Male,Hindu,2692,7659,2,6
Jharkhand,1,2003,Male,Muslim,698,2459,11,2
Jharkhand,1,2003,Male,Others,111,388,0,3
Jharkhand,1,2003,Male,Sikh,29,99,0,0
Jharkhand,1,2004,Female,Christian,15,29,0,0
Jharkhand,1,2004,Female,Hindu,79,406,0,0
Jharkhand,1,2004,Female,Muslim,37,51,0,0
Jharkhand,1,2004,Female,Others,6,6,0,0
Jharkhand,1,2004,Female,Sikh,1,1,0,0
Jharkhand,1,2004,Male,Christian,599,1103,0,0
Jharkhand,1,2004,Male,Hindu,2921,8259,0,0
Jharkhand,1,2004,Male,Muslim,1120,2309,10,0
Jharkhand,1,2004,Male,Others,192,223,0,0
Jharkhand,1,2004,Male,Sikh,70,60,0,0
Jharkhand,1,2005,Female,Christian,19,25,0,0
Jharkhand,1,2005,Female,Hindu,103,428,0,0
Jharkhand,1,2005,Female,Muslim,28,87,0,0
Jharkhand,1,2005,Female,Others,0,3,0,0
Jharkhand,1,2005,Female,Sikh,2,3,0,0
Jharkhand,1,2005,Male,Christian,439,1204,0,0
Jharkhand,1,2005,Male,Hindu,3382,9059,0,0
Jharkhand,1,2005,Male,Muslim,767,2797,0,0
Jharkhand,1,2005,Male,Others,470,284,0,0
Jharkhand,1,2005,Male,Sikh,84,49,0,0
Jharkhand,1,2006,Female,Christian,32,32,0,0
Jharkhand,1,2006,Female,Hindu,162,406,0,0
Jharkhand,1,2006,Female,Muslim,44,75,0,0
Jharkhand,1,2006,Female,Others,0,6,0,0
Jharkhand,1,2006,Female,Sikh,8,14,0,0
Jharkhand,1,2006,Male,Christian,434,653,0,0
Jharkhand,1,2006,Male,Hindu,5328,8798,1,0
Jharkhand,1,2006,Male,Muslim,1137,2822,0,0
Jharkhand,1,2006,Male,Others,75,286,0,0
Jharkhand,1,2006,Male,Sikh,149,247,0,0
Jharkhand,1,2007,Female,Christian,19,39,0,0
Jharkhand,1,2007,Female,Hindu,134,374,0,0
Jharkhand,1,2007,Female,Muslim,25,56,0,0
Jharkhand,1,2007,Female,Others,0,0,0,0
Jharkhand,1,2007,Female,Sikh,6,4,0,0
Jharkhand,1,2007,Male,Christian,305,812,0,0
Jharkhand,1,2007,Male,Hindu,4623,8088,6,2
Jharkhand,1,2007,Male,Muslim,646,2456,0,0
Jharkhand,1,2007,Male,Others,25,147,0,0
Jharkhand,1,2007,Male,Sikh,82,87,0,0
Jharkhand,1,2008,Female,Christian,23,27,0,0
Jharkhand,1,2008,Female,Hindu,114,387,0,0
Jharkhand,1,2008,Female,Muslim,33,60,0,0
Jharkhand,1,2008,Female,Others,0,8,0,0
Jharkhand,1,2008,Female,Sikh,0,0,0,0
Jharkhand,1,2008,Male,Christian,453,789,0,1
Jharkhand,1,2008,Male,Hindu,4159,9031,5,1
Jharkhand,1,2008,Male,Muslim,972,2098,1,0
Jharkhand,1,2008,Male,Others,3,157,0,1
Jharkhand,1,2008,Male,Sikh,27,53,0,0
Jharkhand,1,2009,Female,Christian,27,28,0,0
Jharkhand,1,2009,Female,Hindu,119,384,0,0
Jharkhand,1,2009,Female,Muslim,21,66,0,0
Jharkhand,1,2009,Female,Others,0,5,0,0
Jharkhand,1,2009,Female,Sikh,0,1,0,0
Jharkhand,1,2009,Male,Christian,486,888,0,0
Jharkhand,1,2009,Male,Hindu,3884,7946,5,0
Jharkhand,1,2009,Male,Muslim,921,2046,0,0
Jharkhand,1,2009,Male,Others,22,264,0,0
Jharkhand,1,2009,Male,Sikh,29,54,0,0
Jharkhand,1,2010,Female,Christian,11,46,0,0
Jharkhand,1,2010,Female,Hindu,125,405,0,0
Jharkhand,1,2010,Female,Muslim,31,72,0,0
Jharkhand,1,2010,Female,Others,1,13,0,0
Jharkhand,1,2010,Female,Sikh,0,3,0,0
Jharkhand,1,2010,Male,Christian,451,1090,0,0
Jharkhand,1,2010,Male,Hindu,3693,8169,15,0
Jharkhand,1,2010,Male,Muslim,826,2105,1,0
Jharkhand,1,2010,Male,Others,90,799,0,0
Jharkhand,1,2010,Male,Sikh,33,63,0,0
Jharkhand,1,2011,Female,Christian,10,47,0,0
Jharkhand,1,2011,Female,Hindu,110,418,1,0
Jharkhand,1,2011,Female,Muslim,17,83,0,0
Jharkhand,1,2011,Female,Others,2,29,0,0
Jharkhand,1,2011,Female,Sikh,0,1,0,0
Jharkhand,1,2011,Male,Christian,255,718,0,0
Jharkhand,1,2011,Male,Hindu,3261,7846,16,2
Jharkhand,1,2011,Male,Muslim,695,1934,1,0
Jharkhand,1,2011,Male,Others,75,945,0,0
Jharkhand,1,2011,Male,Sikh,68,52,0,0
Jharkhand,1,2012,Female,Christian,21,73,0,0
Jharkhand,1,2012,Female,Hindu,97,376,0,0
Jharkhand,1,2012,Female,Muslim,23,119,0,0
Jharkhand,1,2012,Female,Others,3,32,0,0
Jharkhand,1,2012,Female,Sikh,0,0,0,0
Jharkhand,1,2012,Male,Christian,413,1143,3,0
Jharkhand,1,2012,Male,Hindu,2648,7876,13,1
Jharkhand,1,2012,Male,Muslim,937,2543,0,0
Jharkhand,1,2012,Male,Others,112,832,0,0
Jharkhand,1,2012,Male,Sikh,25,41,0,0
Jharkhand,1,2013,Female,Christian,22,100,0,0
Jharkhand,1,2013,Female,Hindu,99,409,0,0
Jharkhand,1,2013,Female,Muslim,31,142,0,0
Jharkhand,1,2013,Female,Others,6,39,0,0
Jharkhand,1,2013,Female,Sikh,0,2,0,0
Jharkhand,1,2013,Male,Christian,460,1374,0,0
Jharkhand,1,2013,Male,Hindu,2281,7980,9,0
Jharkhand,1,2013,Male,Muslim,926,2999,1,0
Jharkhand,1,2013,Male,Others,313,945,0,0
Jharkhand,1,2013,Male,Sikh,24,58,0,0
Karnataka,1,2001,Female,Christian,1,1,0,0
Karnataka,1,2001,Female,Hindu,47,189,0,0
Karnataka,1,2001,Female,Muslim,6,9,0,0
Karnataka,1,2001,Female,Others,0,0,0,0
Karnataka,1,2001,Female,Sikh,0,0,0,0
Karnataka,1,2001,Male,Christian,34,126,1,0
Karnataka,1,2001,Male,Hindu,1572,6690,113,5
Karnataka,1,2001,Male,Muslim,241,701,8,0
Karnataka,1,2001,Male,Others,2,0,0,0
Karnataka,1,2001,Male,Sikh,0,0,0,0
Karnataka,1,2002,Female,Christian,3,6,1,0
Karnataka,1,2002,Female,Hindu,71,236,2,0
Karnataka,1,2002,Female,Muslim,9,21,1,0
Karnataka,1,2002,Female,Others,0,0,0,0
