state_name,is_state,year,gender,education,convicts,under_trial,detenues,others
Orissa,1,2008,Male,Below Class X,2718,5801,4,0
Orissa,1,2008,Male,Class X and above but below graduate,401,1095,0,0
Orissa,1,2008,Male,Graduate,302,218,0,0
Orissa,1,2008,Male,Holding technical degree/diploma etc,1,2,0,0
Orissa,1,2008,Male,Illiterate,748,2514,8,0
Orissa,1,2008,Male,Post-Graduate,8,30,0,0
Orissa,1,2009,Female,Below Class X,87,218,0,0
Orissa,1,2009,Female,Class X and above but below graduate,9,17,0,0
Orissa,1,2009,Female,Graduate,2,0,0,0
Orissa,1,2009,Female,Holding technical degree/diploma etc,0,0,0,0
Orissa,1,2009,Female,Illiterate,10,156,0,0
Orissa,1,2009,Female,Post-Graduate,0,0,0,0
Orissa,1,2009,Male,Below Class X,2496,5348,0,0
Orissa,1,2009,Male,Class X and above but below graduate,388,1095,0,0
Orissa,1,2009,Male,Graduate,274,236,0,0
Orissa,1,2009,Male,Holding technical degree/diploma etc,1,2,0,0
Orissa,1,2009,Male,Illiterate,748,2409,0,0
Orissa,1,2009,Male,Post-Graduate,8,30,0,0
Orissa,1,2010,Female,Below Class X,95,218,0,0
Orissa,1,2010,Female,Class X and above but below graduate,5,17,0,0
Orissa,1,2010,Female,Graduate,2,0,0,0
Orissa,1,2010,Female,Holding technical degree/diploma etc,0,0,0,0
Orissa,1,2010,Female,Illiterate,12,141,0,0
Orissa,1,2010,Female,Post-Graduate,0,0,0,0
Orissa,1,2010,Male,Below Class X,2802,4630,0,0
Orissa,1,2010,Male,Class X and above but below graduate,214,1095,0,0
Orissa,1,2010,Male,Graduate,169,232,0,0
Orissa,1,2010,Male,Holding technical degree/diploma etc,1,2,0,0
Orissa,1,2010,Male,Illiterate,645,2113,0,0
Orissa,1,2010,Male,Post-Graduate,6,30,0,0
Orissa,1,2011,Female,Below Class X,45,148,0,0
Orissa,1,2011,Female,Class X and above but below graduate,32,27,0,0
Orissa,1,2011,Female,Graduate,4,0,0,0
Orissa,1,2011,Female,Holding technical degree/diploma etc,0,0,0,0
Orissa,1,2011,Female,Illiterate,31,156,0,0
Orissa,1,2011,Female,Post-Graduate,0,0,0,0
Orissa,1,2011,Male,Below Class X,1162,4436,0,0
Orissa,1,2011,Male,Class X and above but below graduate,997,1878,0,0
Orissa,1,2011,Male,Graduate,204,262,0,0
Orissa,1,2011,Male,Holding technical degree/diploma etc,1,2,0,0
Orissa,1,2011,Male,Illiterate,1219,2113,0,0
Orissa,1,2011,Male,Post-Graduate,6,30,0,0
Orissa,1,2012,Female,Below Class X,41,168,0,0
Orissa,1,2012,Female,Class X and above but below graduate,31,27,0,0
Orissa,1,2012,Female,Graduate,4,0,0,0
Orissa,1,2012,Female,Holding technical degree/diploma etc,0,0,0,0
Orissa,1,2012,Female,Illiterate,29,176,0,0
Orissa,1,2012,Female,Post-Graduate,0,0,0,0
Orissa,1,2012,Male,Below Class X,1142,4536,0,0
Orissa,1,2012,Male,Class X and above but below graduate,977,1883,0,0
Orissa,1,2012,Male,Graduate,201,262,0,0
Orissa,1,2012,Male,Holding technical degree/diploma etc,1,2,0,0
Orissa,1,2012,Male,Illiterate,1199,2153,0,0
Orissa,1,2012,Male,Post-Graduate,5,30,0,0
Orissa,1,2013,Female,Illiterate,33,216,0,0
Orissa,1,2013,Female,Below Class X,44,198,0,0
Orissa,1,2013,Female,Class X and above but below graduate,34,57,0,0
Orissa,1,2013,Female,Graduate,11,20,0,0
Orissa,1,2013,Female,Post-Graduate,0,20,0,0
Orissa,1,2013,Female,Holding technical degree/diploma etc,0,8,0,0
Orissa,1,2013,Male,Illiterate,1209,2553,0,0
Orissa,1,2013,Male,Below Class X,1042,5006,0,0
Orissa,1,2013,Male,Class X and above but below graduate,1000,2283,0,0
Orissa,1,2013,Male,Graduate,120,462,0,0
Orissa,1,2013,Male,Post-Graduate,10,130,0,0
Orissa,1,2013,Male,Holding technical degree/diploma etc,5,12,0,0
Pondicherry,0,2001,Female,Below Class X,0,3,0,0
Pondicherry,0,2001,Female,Class X and above but below graduate,0,0,0,0
Pondicherry,0,2001,Female,Graduate,0,0,0,0
Pondicherry,0,2001,Female,Holding technical degree/diploma etc,0,0,0,0
Pondicherry,0,2001,Female,Illiterate,1,2,0,0
Pondicherry,0,2001,Female,Post-Graduate,0,0,0,0
Pondicherry,0,2001,Male,Below Class X,48,62,0,0
Pondicherry,0,2001,Male,Class X and above but below graduate,36,51,0,0
Pondicherry,0,2001,Male,Graduate,0,0,0,0
Pondicherry,0,2001,Male,Holding technical degree/diploma etc,1,0,0,0
Pondicherry,0,2001,Male,Illiterate,22,36,0,0
Pondicherry,0,2001,Male,Post-Graduate,0,0,0,0
Pondicherry,0,2002,Female,Below Class X,0,5,0,0
Pondicherry,0,2002,Female,Class X and above but below graduate,0,0,0,0
Pondicherry,0,2002,Female,Graduate,0,0,0,0
Pondicherry,0,2002,Female,Holding technical degree/diploma etc,0,0,0,0
Pondicherry,0,2002,Female,Illiterate,1,7,0,0
Pondicherry,0,2002,Female,Post-Graduate,0,0,0,0
Pondicherry,0,2002,Male,Below Class X,62,68,0,0
Pondicherry,0,2002,Male,Class X and above but below graduate,37,8,0,0
Pondicherry,0,2002,Male,Graduate,2,5,0,0
Pondicherry,0,2002,Male,Holding technical degree/diploma etc,4,0,0,0
Pondicherry,0,2002,Male,Illiterate,28,19,0,0
Pondicherry,0,2002,Male,Post-Graduate,0,0,0,0
Pondicherry,0,2003,Female,Below Class X,0,0,0,0
Pondicherry,0,2003,Female,Class X and above but below graduate,0,0,0,0
Pondicherry,0,2003,Female,Graduate,0,0,0,0
Pondicherry,0,2003,Female,Holding technical degree/diploma etc,0,0,0,0
Pondicherry,0,2003,Female,Illiterate,2,4,0,0
Pondicherry,0,2003,Female,Post-Graduate,0,0,0,0
Pondicherry,0,2003,Male,Below Class X,56,73,0,0
Pondicherry,0,2003,Male,Class X and above but below graduate,46,12,0,0
Pondicherry,0,2003,Male,Graduate,3,2,0,0
Pondicherry,0,2003,Male,Holding technical degree/diploma etc,2,0,0,0
Pondicherry,0,2003,Male,Illiterate,30,48,0,0
Pondicherry,0,2003,Male,Post-Graduate,0,0,0,0
Pondicherry,0,2004,Female,Below Class X,1,0,0,0
Pondicherry,0,2004,Female,Class X and above but below graduate,0,0,0,0
Pondicherry,0,2004,Female,Graduate,0,0,0,0
Pondicherry,0,2004,Female,Holding technical degree/diploma etc,0,0,0,0
Pondicherry,0,2004,Female,Illiterate,1,1,0,0
Pondicherry,0,2004,Female,Post-Graduate,0,0,0,0
Pondicherry,0,2004,Male,Below Class X,46,87,0,0
Pondicherry,0,2004,Male,Class X and above but below graduate,20,52,0,0
Pondicherry,0,2004,Male,Graduate,2,8,0,0
Pondicherry,0,2004,Male,Holding technical degree/diploma etc,0,0,0,0
Pondicherry,0,2004,Male,Illiterate,38,42,0,0
Pondicherry,0,2004,Male,Post-Graduate,1,2,0,0
Pondicherry,0,2005,Female,Below Class X,3,0,0,0
Pondicherry,0,2005,Female,Class X and above but below graduate,0,0,0,0
Pondicherry,0,2005,Female,Graduate,0,0,0,0
Pondicherry,0,2005,Female,Holding technical degree/diploma etc,0,0,0,0
Pondicherry,0,2005,Female,Illiterate,2,1,0,0
Pondicherry,0,2005,Female,Post-Graduate,0,0,0,0
Pondicherry,0,2005,Male,Below Class X,52,75,0,0
Pondicherry,0,2005,Male,Class X and above but below graduate,26,43,0,0
Pondicherry,0,2005,Male,Graduate,2,11,0,0
Pondicherry,0,2005,Male,Holding technical degree/diploma etc,0,0,0,0
Pondicherry,0,2005,Male,Illiterate,34,39,0,0
Pondicherry,0,2005,Male,Post-Graduate,0,0,0,0
Pondicherry,0,2006,Female,Below Class X,1,0,0,0
Pondicherry,0,2006,Female,Class X and above but below graduate,0,0,0,0
Pondicherry,0,2006,Female,Graduate,0,0,0,0
Pondicherry,0,2006,Female,Holding technical degree/diploma etc,0,0,0,0
Pondicherry,0,2006,Female,Illiterate,2,1,0,0
Pondicherry,0,2006,Female,Post-Graduate,0,0,0,0
Pondicherry,0,2006,Male,Below Class X,48,108,0,0
Pondicherry,0,2006,Male,Class X and above but below graduate,24,32,0,0
Pondicherry,0,2006,Male,Graduate,3,11,0,0
Pondicherry,0,2006,Male,Holding technical degree/diploma etc,0,0,0,0
Pondicherry,0,2006,Male,Illiterate,31,47,0,0
Pondicherry,0,2006,Male,Post-Graduate,0,4,0,0
Pondicherry,0,2007,Female,Below Class X,1,1,0,0
Pondicherry,0,2007,Female,Class X and above but below graduate,0,0,0,0
Pondicherry,0,2007,Female,Graduate,0,0,0,0
Pondicherry,0,2007,Female,Holding technical degree/diploma etc,0,0,0,0
Pondicherry,0,2007,Female,Illiterate,1,1,0,0
Pondicherry,0,2007,Female,Post-Graduate,0,0,0,0
Pondicherry,0,2007,Male,Below Class X,52,122,0,0
Pondicherry,0,2007,Male,Class X and above but below graduate,26,44,0,0
Pondicherry,0,2007,Male,Graduate,3,13,0,0
Pondicherry,0,2007,Male,Holding technical degree/diploma etc,0,0,0,0
Pondicherry,0,2007,Male,Illiterate,29,52,0,0
Pondicherry,0,2007,Male,Post-Graduate,0,1,0,0
Pondicherry,0,2008,Female,Below Class X,0,2,0,0
Pondicherry,0,2008,Female,Class X and above but below graduate,0,0,0,0
Pondicherry,0,2008,Female,Graduate,0,0,0,0
Pondicherry,0,2008,Female,Holding technical degree/diploma etc,0,0,0,0
Pondicherry,0,2008,Female,Illiterate,1,3,0,0
Pondicherry,0,2008,Female,Post-Graduate,0,0,0,0
Pondicherry,0,2008,Male,Below Class X,43,118,0,0
Pondicherry,0,2008,Male,Class X and above but below graduate,26,24,0,0
Pondicherry,0,2008,Male,Graduate,3,6,0,0
Pondicherry,0,2008,Male,Holding technical degree/diploma etc,0,0,0,0
Pondicherry,0,2008,Male,Illiterate,24,49,0,0
Pondicherry,0,2008,Male,Post-Graduate,0,1,0,0
Pondicherry,0,2009,Female,Below Class X,0,0,0,0
Pondicherry,0,2009,Female,Class X and above but below graduate,0,0,0,0
Pondicherry,0,2009,Female,Graduate,0,0,0,0
Pondicherry,0,2009,Female,Holding technical degree/diploma etc,0,0,0,0
Pondicherry,0,2009,Female,Illiterate,2,1,0,0
Pondicherry,0,2009,Female,Post-Graduate,0,0,0,0
Pondicherry,0,2009,Male,Below Class X,88,95,0,0
Pondicherry,0,2009,Male,Class X and above but below graduate,6,24,0,0
Pondicherry,0,2009,Male,Graduate,1,1,0,0
Pondicherry,0,2009,Male,Holding technical degree/diploma etc,0,2,0,0
Pondicherry,0,2009,Male,Illiterate,22,27,0,0
Pondicherry,0,2009,Male,Post-Graduate,0,0,0,0
Pondicherry,0,2010,Female,Below Class X,1,0,0,0
Pondicherry,0,2010,Female,Class X and above but below graduate,0,0,0,0
Pondicherry,0,2010,Female,Graduate,0,0,0,0
Pondicherry,0,2010,Female,Holding technical degree/diploma etc,0,0,0,0
Pondicherry,0,2010,Female,Illiterate,1,4,0,0
Pondicherry,0,2010,Female,Post-Graduate,0,0,0,0
Pondicherry,0,2010,Male,Below Class X,68,75,3,0
Pondicherry,0,2010,Male,Class X and above but below graduate,12,20,0,0
Pondicherry,0,2010,Male,Graduate,1,0,0,0
Pondicherry,0,2010,Male,Holding technical degree/diploma etc,0,3,0,0
Pondicherry,0,2010,Male,Illiterate,46,26,0,0
Pondicherry,0,2010,Male,Post-Graduate,1,0,0,0
Pondicherry,0,2011,Female,Below Class X,2,2,0,0
Pondicherry,0,2011,Female,Class X and above but below graduate,0,0,0,0
Pondicherry,0,2011,Female,Graduate,0,0,0,0
Pondicherry,0,2011,Female,Holding technical degree/diploma etc,0,0,0,0
Pondicherry,0,2011,Female,Illiterate,1,0,0,0
Pondicherry,0,2011,Female,Post-Graduate,0,0,0,0
Pondicherry,0,2011,Male,Below Class X,50,29,0,0
Pondicherry,0,2011,Male,Class X and above but below graduate,24,44,0,0
Pondicherry,0,2011,Male,Graduate,10,7,0,0
Pondicherry,0,2011,Male,Holding technical degree/diploma etc,1,0,0,0
Pondicherry,0,2011,Male,Illiterate,42,30,0,0
Pondicherry,0,2011,Male,Post-Graduate,0,0,0,0
Pondicherry,0,2012,Female,Below Class X,1,0,0,0
Pondicherry,0,2012,Female,Class X and above but below graduate,0,0,0,0
Pondicherry,0,2012,Female,Graduate,0,0,0,0
Pondicherry,0,2012,Female,Holding technical degree/diploma etc,0,0,0,0
Pondicherry,0,2012,Female,Illiterate,1,1,0,0
Pondicherry,0,2012,Female,Post-Graduate,0,0,0,0
Pondicherry,0,2012,Male,Below Class X,42,74,0,0
Pondicherry,0,2012,Male,Class X and above but below graduate,14,48,0,0
Pondicherry,0,2012,Male,Graduate,8,8,0,0
Pondicherry,0,2012,Male,Holding technical degree/diploma etc,1,0,0,0
Pondicherry,0,2012,Male,Illiterate,42,44,0,0
Pondicherry,0,2012,Male,Post-Graduate,0,1,0,0
Pondicherry,0,2013,Female,Illiterate,1,3,0,0
Pondicherry,0,2013,Female,Below Class X,1,2,0,0
Pondicherry,0,2013,Female,Class X and above but below graduate,0,0,0,0
Pondicherry,0,2013,Female,Graduate,0,0,0,0
Pondicherry,0,2013,Female,Post-Graduate,0,0,0,0
Pondicherry,0,2013,Female,Holding technical degree/diploma etc,0,0,0,0
Pondicherry,0,2013,Male,Illiterate,34,76,0,0
Pondicherry,0,2013,Male,Below Class X,44,50,0,0
Pondicherry,0,2013,Male,Class X and above but below graduate,9,54,0,0
Pondicherry,0,2013,Male,Graduate,1,4,0,0
Pondicherry,0,2013,Male,Post-Graduate,0,0,0,0
Pondicherry,0,2013,Male,Holding technical degree/diploma etc,1,0,0,0
Punjab,1,2001,Female,Below Class X,40,206,0,3
Punjab,1,2001,Female,Class X and above but below graduate,22,90,0,0
Punjab,1,2001,Female,Graduate,8,36,0,0
Punjab,1,2001,Female,Holding technical degree/diploma etc,2,7,0,0
Punjab,1,2001,Female,Illiterate,94,102,0,2
Punjab,1,2001,Female,Post-Graduate,4,12,0,0
Punjab,1,2001,Male,Below Class X,1604,2204,2,56
Punjab,1,2001,Male,Class X and above but below graduate,1056,1510,7,32
Punjab,1,2001,Male,Graduate,88,476,3,3
Punjab,1,2001,Male,Holding technical degree/diploma etc,5,25,0,0
Punjab,1,2001,Male,Illiterate,765,3530,0,42
Punjab,1,2001,Male,Post-Graduate,6,10,0,2
Punjab,1,2002,Female,Below Class X,66,162,0,0
Punjab,1,2002,Female,Class X and above but below graduate,20,47,0,0
Punjab,1,2002,Female,Graduate,0,33,0,0
Punjab,1,2002,Female,Holding technical degree/diploma etc,0,0,0,0
Punjab,1,2002,Female,Illiterate,170,210,0,0
Punjab,1,2002,Female,Post-Graduate,3,19,0,0
Punjab,1,2002,Male,Below Class X,1099,2566,0,0
Punjab,1,2002,Male,Class X and above but below graduate,807,999,0,0
Punjab,1,2002,Male,Graduate,94,83,0,0
Punjab,1,2002,Male,Holding technical degree/diploma etc,0,0,0,0
Punjab,1,2002,Male,Illiterate,1647,3975,12,0
Punjab,1,2002,Male,Post-Graduate,78,19,0,0
Punjab,1,2003,Female,Below Class X,19,193,0,0
Punjab,1,2003,Female,Class X and above but below graduate,11,103,0,0
Punjab,1,2003,Female,Graduate,10,34,0,0
Punjab,1,2003,Female,Holding technical degree/diploma etc,0,0,0,0
Punjab,1,2003,Female,Illiterate,224,208,0,0
Punjab,1,2003,Female,Post-Graduate,0,0,0,0
Punjab,1,2003,Male,Below Class X,1215,1350,0,0
Punjab,1,2003,Male,Class X and above but below graduate,704,1374,0,0
Punjab,1,2003,Male,Graduate,638,924,0,0
Punjab,1,2003,Male,Holding technical degree/diploma etc,0,0,0,0
Punjab,1,2003,Male,Illiterate,1596,4596,2,31
Punjab,1,2003,Male,Post-Graduate,0,0,0,0
Punjab,1,2004,Female,Below Class X,21,130,0,0
Punjab,1,2004,Female,Class X and above but below graduate,11,99,0,0
Punjab,1,2004,Female,Graduate,12,32,0,0
Punjab,1,2004,Female,Holding technical degree/diploma etc,0,0,0,0
Punjab,1,2004,Female,Illiterate,227,210,0,0
Punjab,1,2004,Female,Post-Graduate,3,30,0,0
Punjab,1,2004,Male,Below Class X,1383,1564,0,0
Punjab,1,2004,Male,Class X and above but below graduate,897,1423,0,0
Punjab,1,2004,Male,Graduate,700,950,0,0
Punjab,1,2004,Male,Holding technical degree/diploma etc,0,0,0,0
Punjab,1,2004,Male,Illiterate,1675,5503,23,15
Punjab,1,2004,Male,Post-Graduate,96,60,0,0
Punjab,1,2005,Female,Below Class X,28,166,0,0
Punjab,1,2005,Female,Class X and above but below graduate,10,108,0,0
Punjab,1,2005,Female,Graduate,14,48,0,0
Punjab,1,2005,Female,Holding technical degree/diploma etc,0,0,0,0
Punjab,1,2005,Female,Illiterate,180,196,0,0
Punjab,1,2005,Female,Post-Graduate,5,25,0,0
Punjab,1,2005,Male,Below Class X,1209,1416,0,0
Punjab,1,2005,Male,Class X and above but below graduate,1118,1392,0,0
Punjab,1,2005,Male,Graduate,637,810,0,0
Punjab,1,2005,Male,Holding technical degree/diploma etc,9,0,0,0
Punjab,1,2005,Male,Illiterate,1755,5346,23,11
Punjab,1,2005,Male,Post-Graduate,107,65,0,0
Punjab,1,2006,Female,Below Class X,34,158,0,0
Punjab,1,2006,Female,Class X and above but below graduate,12,104,0,0
Punjab,1,2006,Female,Graduate,17,46,0,0
Punjab,1,2006,Female,Holding technical degree/diploma etc,0,0,0,0
Punjab,1,2006,Female,Illiterate,187,188,0,0
Punjab,1,2006,Female,Post-Graduate,7,23,0,0
Punjab,1,2006,Male,Below Class X,1267,1473,0,0
Punjab,1,2006,Male,Class X and above but below graduate,1165,1441,0,0
Punjab,1,2006,Male,Graduate,675,839,0,0
Punjab,1,2006,Male,Holding technical degree/diploma etc,10,0,0,0
Punjab,1,2006,Male,Illiterate,1827,5409,20,4
Punjab,1,2006,Male,Post-Graduate,139,70,0,0
Punjab,1,2007,Female,Below Class X,21,171,0,0
Punjab,1,2007,Female,Class X and above but below graduate,7,153,0,0
Punjab,1,2007,Female,Graduate,11,38,0,0
Punjab,1,2007,Female,Holding technical degree/diploma etc,0,0,0,0
Punjab,1,2007,Female,Illiterate,173,242,0,0
Punjab,1,2007,Female,Post-Graduate,2,17,0,0
Punjab,1,2007,Male,Below Class X,1200,1686,16,0
Punjab,1,2007,Male,Class X and above but below graduate,973,1667,0,0
Punjab,1,2007,Male,Graduate,453,740,0,0
Punjab,1,2007,Male,Holding technical degree/diploma etc,21,0,0,0
Punjab,1,2007,Male,Illiterate,2056,6072,0,16
Punjab,1,2007,Male,Post-Graduate,42,195,0,0
Punjab,1,2008,Female,Below Class X,32,159,0,0
Punjab,1,2008,Female,Class X and above but below graduate,9,141,0,0
Punjab,1,2008,Female,Graduate,14,27,0,0
Punjab,1,2008,Female,Holding technical degree/diploma etc,0,0,0,0
Punjab,1,2008,Female,Illiterate,204,219,0,0
Punjab,1,2008,Female,Post-Graduate,5,12,0,0
Punjab,1,2008,Male,Below Class X,1306,1743,13,0
Punjab,1,2008,Male,Class X and above but below graduate,1002,1124,0,0
Punjab,1,2008,Male,Graduate,561,797,0,0
Punjab,1,2008,Male,Holding technical degree/diploma etc,25,0,0,0
Punjab,1,2008,Male,Illiterate,2252,6155,0,2
Punjab,1,2008,Male,Post-Graduate,61,252,0,0
Punjab,1,2009,Female,Below Class X,48,259,0,0
Punjab,1,2009,Female,Class X and above but below graduate,19,141,0,0
Punjab,1,2009,Female,Graduate,17,23,0,0
Punjab,1,2009,Female,Holding technical degree/diploma etc,0,0,0,0
Punjab,1,2009,Female,Illiterate,261,196,0,0
Punjab,1,2009,Female,Post-Graduate,7,10,0,0
Punjab,1,2009,Male,Below Class X,1619,2208,12,9
Punjab,1,2009,Male,Class X and above but below graduate,1203,1254,0,3
Punjab,1,2009,Male,Graduate,579,744,0,0
Punjab,1,2009,Male,Holding technical degree/diploma etc,27,0,0,0
Punjab,1,2009,Male,Illiterate,2593,6301,1,0
Punjab,1,2009,Male,Post-Graduate,65,255,0,0
Punjab,1,2010,Female,Below Class X,136,348,0,0
Punjab,1,2010,Female,Class X and above but below graduate,16,145,0,0
Punjab,1,2010,Female,Graduate,8,12,0,0
Punjab,1,2010,Female,Holding technical degree/diploma etc,0,0,0,0
Punjab,1,2010,Female,Illiterate,192,149,0,0
Punjab,1,2010,Female,Post-Graduate,4,8,0,0
Punjab,1,2010,Male,Below Class X,1959,3290,0,0
Punjab,1,2010,Male,Class X and above but below graduate,1263,1224,0,0
Punjab,1,2010,Male,Graduate,594,398,0,0
Punjab,1,2010,Male,Holding technical degree/diploma etc,25,15,0,0
Punjab,1,2010,Male,Illiterate,2393,5272,0,0
Punjab,1,2010,Male,Post-Graduate,59,134,0,0
Punjab,1,2011,Female,Below Class X,203,320,0,0
Punjab,1,2011,Female,Class X and above but below graduate,18,135,0,0
Punjab,1,2011,Female,Graduate,6,8,0,0
Punjab,1,2011,Female,Holding technical degree/diploma etc,0,0,0,0
Punjab,1,2011,Female,Illiterate,223,120,0,0
Punjab,1,2011,Female,Post-Graduate,4,0,0,0
Punjab,1,2011,Male,Below Class X,2114,3177,0,0
Punjab,1,2011,Male,Class X and above but below graduate,1646,1231,0,0
Punjab,1,2011,Male,Graduate,469,393,0,0
Punjab,1,2011,Male,Holding technical degree/diploma etc,28,10,0,0
Punjab,1,2011,Male,Illiterate,2758,4771,0,0
Punjab,1,2011,Male,Post-Graduate,57,130,0,0
Punjab,1,2012,Female,Below Class X,145,325,1,2
Punjab,1,2012,Female,Class X and above but below graduate,88,187,0,0
Punjab,1,2012,Female,Graduate,28,56,0,0
Punjab,1,2012,Female,Holding technical degree/diploma etc,7,3,0,0
Punjab,1,2012,Female,Illiterate,124,280,0,0
Punjab,1,2012,Female,Post-Graduate,15,14,0,0
Punjab,1,2012,Male,Below Class X,2715,4819,3,2
Punjab,1,2012,Male,Class X and above but below graduate,1699,3767,3,0
Punjab,1,2012,Male,Graduate,422,939,1,0
Punjab,1,2012,Male,Holding technical degree/diploma etc,82,145,0,0
Punjab,1,2012,Male,Illiterate,2377,4492,0,3
Punjab,1,2012,Male,Post-Graduate,129,346,0,0
Punjab,1,2013,Female,Illiterate,137,305,0,0
Punjab,1,2013,Female,Below Class X,171,354,0,0
Punjab,1,2013,Female,Class X and above but below graduate,92,186,0,0
Punjab,1,2013,Female,Graduate,55,83,0,0
Punjab,1,2013,Female,Post-Graduate,21,32,0,0
Punjab,1,2013,Female,Holding technical degree/diploma etc,12,16,0,0
Punjab,1,2013,Male,Illiterate,2352,3363,0,0
Punjab,1,2013,Male,Below Class X,2427,5593,0,0
Punjab,1,2013,Male,Class X and above but below graduate,2575,5338,2,2
Punjab,1,2013,Male,Graduate,624,2265,2,1
Punjab,1,2013,Male,Post-Graduate,246,625,0,0
Punjab,1,2013,Male,Holding technical degree/diploma etc,224,346,0,0
Rajasthan,1,2001,Female,Below Class X,45,90,0,0
Rajasthan,1,2001,Female,Class X and above but below graduate,8,10,0,0
Rajasthan,1,2001,Female,Graduate,1,2,0,0
Rajasthan,1,2001,Female,Holding technical degree/diploma etc,0,0,0,0
Rajasthan,1,2001,Female,Illiterate,49,165,0,0
Rajasthan,1,2001,Female,Post-Graduate,0,1,0,0
Rajasthan,1,2001,Male,Below Class X,1927,3934,32,9
Rajasthan,1,2001,Male,Class X and above but below graduate,623,1193,6,4
Rajasthan,1,2001,Male,Graduate,223,336,3,0
Rajasthan,1,2001,Male,Holding technical degree/diploma etc,15,23,0,0
Rajasthan,1,2001,Male,Illiterate,1222,2891,6,15
Rajasthan,1,2001,Male,Post-Graduate,70,92,0,0
Rajasthan,1,2002,Female,Below Class X,66,67,0,0
Rajasthan,1,2002,Female,Class X and above but below graduate,57,19,0,0
Rajasthan,1,2002,Female,Graduate,19,4,0,0
Rajasthan,1,2002,Female,Holding technical degree/diploma etc,0,0,0,0
Rajasthan,1,2002,Female,Illiterate,39,115,0,0
Rajasthan,1,2002,Female,Post-Graduate,5,2,0,0
Rajasthan,1,2002,Male,Below Class X,2675,3632,31,22
Rajasthan,1,2002,Male,Class X and above but below graduate,677,1032,3,7
Rajasthan,1,2002,Male,Graduate,181,250,3,0
Rajasthan,1,2002,Male,Holding technical degree/diploma etc,80,5,0,0
Rajasthan,1,2002,Male,Illiterate,1107,2109,0,21
Rajasthan,1,2002,Male,Post-Graduate,70,87,1,0
Rajasthan,1,2003,Female,Below Class X,87,58,0,0
Rajasthan,1,2003,Female,Class X and above but below graduate,48,15,0,0
Rajasthan,1,2003,Female,Graduate,23,6,0,0
Rajasthan,1,2003,Female,Holding technical degree/diploma etc,0,0,0,0
Rajasthan,1,2003,Female,Illiterate,28,136,0,0
Rajasthan,1,2003,Female,Post-Graduate,6,3,0,0
Rajasthan,1,2003,Male,Below Class X,2986,3136,24,11
Rajasthan,1,2003,Male,Class X and above but below graduate,704,952,3,1
Rajasthan,1,2003,Male,Graduate,205,241,2,0
Rajasthan,1,2003,Male,Holding technical degree/diploma etc,88,30,0,0
Rajasthan,1,2003,Male,Illiterate,1809,1921,3,14
Rajasthan,1,2003,Male,Post-Graduate,69,86,0,0
Rajasthan,1,2004,Female,Below Class X,98,107,0,0
Rajasthan,1,2004,Female,Class X and above but below graduate,8,14,0,0
Rajasthan,1,2004,Female,Graduate,1,1,0,0
Rajasthan,1,2004,Female,Holding technical degree/diploma etc,1,0,0,0
Rajasthan,1,2004,Female,Illiterate,71,133,0,0
Rajasthan,1,2004,Female,Post-Graduate,0,0,0,0
Rajasthan,1,2004,Male,Below Class X,3253,3442,16,13
Rajasthan,1,2004,Male,Class X and above but below graduate,791,1173,6,0
Rajasthan,1,2004,Male,Graduate,147,180,2,0
Rajasthan,1,2004,Male,Holding technical degree/diploma etc,46,28,0,0
Rajasthan,1,2004,Male,Illiterate,1358,2137,5,8
Rajasthan,1,2004,Male,Post-Graduate,64,68,0,0
Rajasthan,1,2005,Female,Below Class X,107,84,0,0
Rajasthan,1,2005,Female,Class X and above but below graduate,24,24,0,0
Rajasthan,1,2005,Female,Graduate,3,6,0,0
Rajasthan,1,2005,Female,Holding technical degree/diploma etc,1,0,0,0
Rajasthan,1,2005,Female,Illiterate,45,133,0,0
Rajasthan,1,2005,Female,Post-Graduate,1,0,0,0
Rajasthan,1,2005,Male,Below Class X,2454,3395,16,9
Rajasthan,1,2005,Male,Class X and above but below graduate,984,1049,10,3
Rajasthan,1,2005,Male,Graduate,259,285,2,2
Rajasthan,1,2005,Male,Holding technical degree/diploma etc,166,155,0,0
Rajasthan,1,2005,Male,Illiterate,1399,2098,4,12
Rajasthan,1,2005,Male,Post-Graduate,129,134,0,0
Rajasthan,1,2006,Female,Below Class X,81,112,0,0
Rajasthan,1,2006,Female,Class X and above but below graduate,11,13,0,0
Rajasthan,1,2006,Female,Graduate,0,2,0,0
Rajasthan,1,2006,Female,Holding technical degree/diploma etc,0,0,0,0
Rajasthan,1,2006,Female,Illiterate,95,157,0,0
Rajasthan,1,2006,Female,Post-Graduate,0,0,0,0
Rajasthan,1,2006,Male,Below Class X,2626,3911,10,32
Rajasthan,1,2006,Male,Class X and above but below graduate,823,1219,7,15
Rajasthan,1,2006,Male,Graduate,246,288,5,0
Rajasthan,1,2006,Male,Holding technical degree/diploma etc,115,131,3,0
Rajasthan,1,2006,Male,Illiterate,1460,2279,10,20
Rajasthan,1,2006,Male,Post-Graduate,136,176,0,0
Rajasthan,1,2007,Female,Below Class X,31,106,0,0
Rajasthan,1,2007,Female,Class X and above but below graduate,116,42,0,0
Rajasthan,1,2007,Female,Graduate,3,5,0,0
Rajasthan,1,2007,Female,Holding technical degree/diploma etc,0,0,0,0
Rajasthan,1,2007,Female,Illiterate,42,189,0,0
