state_name,is_state,year,gender,sentence_period,age_16_18_years,age_18_30_years,age_30_50_years,age_50_above
Tripura,1,2002,Female,3 - 6 months,0,0,0,0
Tripura,1,2002,Female,Less than 3 months,1,0,0,0
Tripura,1,2003,Female,Capital Punishment,0,0,0,0
Tripura,1,2003,Female,Life Imprisonment,0,0,2,0
Tripura,1,2003,Female,10-13 Plus years,0,0,1,4
Tripura,1,2003,Female,7-9 Plus years,0,0,0,0
Tripura,1,2003,Female,5-6 Plus years,0,0,0,0
Tripura,1,2003,Female,2-4 Plus years,0,0,0,0
Tripura,1,2003,Female,1 Less than 2 years,0,0,0,0
Tripura,1,2003,Female,6 months less than 1 Yr.,0,0,0,0
Tripura,1,2003,Female,3 - 6 months,0,0,0,0
Tripura,1,2003,Female,Less than 3 months,0,0,0,0
Tripura,1,2004,Female,Capital Punishment,0,0,0,0
Tripura,1,2004,Female,Life Imprisonment,0,1,3,0
Tripura,1,2004,Female,10-13 Plus years,0,0,1,0
Tripura,1,2004,Female,7-9 Plus years,0,0,6,0
Tripura,1,2004,Female,5-6 Plus years,0,0,0,0
Tripura,1,2004,Female,2-4 Plus years,0,0,1,0
Tripura,1,2004,Female,1 Less than 2 years,0,0,0,0
Tripura,1,2004,Female,6 months less than 1 Yr.,0,0,0,0
Tripura,1,2004,Female,3 - 6 months,0,0,0,0
Tripura,1,2004,Female,Less than 3 months,0,0,2,0
Tripura,1,2005,Female,Capital Punishment,0,0,0,0
Tripura,1,2005,Female,Life Imprisonment,0,0,2,2
Tripura,1,2005,Female,10-13 Plus years,0,1,2,2
Tripura,1,2005,Female,7-9 Plus years,0,0,0,0
Tripura,1,2005,Female,5-6 Plus years,0,0,1,0
Tripura,1,2005,Female,2-4 Plus years,0,0,1,0
Tripura,1,2005,Female,1 Less than 2 years,0,0,0,0
Tripura,1,2005,Female,6 months less than 1 Yr.,0,0,0,0
Tripura,1,2005,Female,3 - 6 months,0,1,1,1
Tripura,1,2005,Female,Less than 3 months,0,0,0,1
Tripura,1,2006,Female,Capital Punishment,0,0,0,0
Tripura,1,2006,Female,Life Imprisonment,0,0,2,2
Tripura,1,2006,Female,10-13 Plus years,0,0,2,0
Tripura,1,2006,Female,7-9 Plus years,0,0,2,1
Tripura,1,2006,Female,5-6 Plus years,0,0,1,2
Tripura,1,2006,Female,2-4 Plus years,0,0,0,0
Tripura,1,2006,Female,1 Less than 2 years,0,0,0,0
Tripura,1,2006,Female,6 months less than 1 Yr.,0,0,0,1
Tripura,1,2006,Female,3 - 6 months,0,1,0,0
Tripura,1,2006,Female,Less than 3 months,0,1,1,2
Tripura,1,2007,Female,Capital Punishment,0,0,0,0
Tripura,1,2007,Female,Life Imprisonment,0,2,2,3
Tripura,1,2007,Female,10-13 Plus years,0,0,1,1
Tripura,1,2007,Female,7-9 Plus years,0,0,2,3
Tripura,1,2007,Female,5-6 Plus years,0,0,3,2
Tripura,1,2007,Female,2-4 Plus years,0,0,0,1
Tripura,1,2007,Female,1 Less than 2 years,0,0,0,1
Tripura,1,2007,Female,6 months less than 1 Yr.,0,1,0,0
Tripura,1,2007,Female,3 - 6 months,0,0,0,0
Tripura,1,2007,Female,Less than 3 months,0,0,1,0
Tripura,1,2008,Female,Capital Punishment,0,0,0,0
Tripura,1,2008,Female,Life Imprisonment,0,2,2,4
Tripura,1,2008,Female,10-13 Plus years,0,0,3,1
Tripura,1,2008,Female,7-9 Plus years,0,0,0,2
Tripura,1,2008,Female,5-6 Plus years,0,0,1,2
Tripura,1,2008,Female,2-4 Plus years,0,0,0,2
Tripura,1,2008,Female,1 Less than 2 years,0,0,0,0
Tripura,1,2008,Female,6 months less than 1 Yr.,0,0,0,0
Tripura,1,2008,Female,3 - 6 months,0,0,0,0
Tripura,1,2008,Female,Less than 3 months,0,0,0,0
Tripura,1,2009,Female,Capital Punishment,0,0,0,0
Tripura,1,2009,Female,Life Imprisonment,0,0,0,0
Tripura,1,2009,Female,10-13 Plus years,0,2,3,4
Tripura,1,2009,Female,7-9 Plus years,0,0,1,2
Tripura,1,2009,Female,5-6 Plus years,0,0,1,0
Tripura,1,2009,Female,2-4 Plus years,0,0,0,1
Tripura,1,2009,Female,1 Less than 2 years,0,0,0,0
Tripura,1,2009,Female,6 months less than 1 Yr.,0,0,0,0
Tripura,1,2009,Female,3 - 6 months,0,0,0,0
Tripura,1,2009,Female,Less than 3 months,0,0,0,0
Tripura,1,2010,Female,Capital Punishment,0,0,0,0
Tripura,1,2010,Female,Life Imprisonment,0,1,3,2
Tripura,1,2010,Female,10-13 Plus years,0,0,0,1
Tripura,1,2010,Female,7-9 Plus years,0,0,0,1
Tripura,1,2010,Female,5-6 Plus years,0,0,0,0
Tripura,1,2010,Female,2-4 Plus years,0,0,0,0
Tripura,1,2010,Female,1 Less than 2 years,0,0,0,0
Tripura,1,2010,Female,6 months less than 1 Yr.,0,0,0,0
Tripura,1,2010,Female,3 - 6 months,0,0,0,0
Tripura,1,2010,Female,Less than 3 months,0,2,1,1
Tripura,1,2011,Female,Capital Punishment,0,0,0,0
Tripura,1,2011,Female,Life Imprisonment,0,2,5,2
Tripura,1,2011,Female,10-13 Plus years,0,0,1,0
Tripura,1,2011,Female,7-9 Plus years,0,0,0,4
Tripura,1,2011,Female,5-6 Plus years,0,0,1,0
Tripura,1,2011,Female,2-4 Plus years,0,0,0,0
Tripura,1,2011,Female,1 Less than 2 years,0,0,0,0
Tripura,1,2011,Female,6 months less than 1 Yr.,0,0,0,0
Tripura,1,2011,Female,3 - 6 months,0,0,0,0
Tripura,1,2011,Female,Less than 3 months,0,0,0,0
Tripura,1,2012,Female,Capital Punishment,0,0,0,0
Tripura,1,2012,Female,Life Imprisonment,0,1,4,2
Tripura,1,2012,Female,10-13 Plus years,0,2,0,0
Tripura,1,2012,Female,7-9 Plus years,0,2,3,0
Tripura,1,2012,Female,5-6 Plus years,0,0,0,0
Tripura,1,2012,Female,2-4 Plus years,0,0,0,0
Tripura,1,2012,Female,1 Less than 2 years,0,0,0,0
Tripura,1,2012,Female,6 months less than 1 Yr.,0,0,0,0
Tripura,1,2012,Female,3 - 6 months,0,0,0,0
Tripura,1,2012,Female,Less than 3 months,0,0,0,0
Uttar Pradesh,1,2001,Female,Capital Punishment,0,0,3,0
Uttar Pradesh,1,2001,Female,Life Imprisonment,0,10,34,18
Uttar Pradesh,1,2001,Female,10-13 Plus years,0,1,12,9
Uttar Pradesh,1,2001,Female,7-9 Plus years,0,1,5,4
Uttar Pradesh,1,2001,Female,5-6 Plus years,0,7,2,1
Uttar Pradesh,1,2001,Female,2-4 Plus years,0,8,0,0
Uttar Pradesh,1,2001,Female,1 Less than 2 years,0,22,0,1
Uttar Pradesh,1,2001,Female,6 months less than 1 Yr.,0,0,2,0
Uttar Pradesh,1,2001,Female,3 - 6 months,0,0,3,0
Uttar Pradesh,1,2001,Female,Less than 3 months,0,0,0,0
Uttar Pradesh,1,2002,Female,Capital Punishment,0,0,2,0
Uttar Pradesh,1,2002,Female,Life Imprisonment,0,10,58,9
Uttar Pradesh,1,2002,Female,10-13 Plus years,0,1,17,5
Uttar Pradesh,1,2002,Female,7-9 Plus years,0,0,4,2
Uttar Pradesh,1,2002,Female,5-6 Plus years,0,6,3,2
Uttar Pradesh,1,2002,Female,2-4 Plus years,0,6,1,0
Uttar Pradesh,1,2002,Female,1 Less than 2 years,0,21,1,0
Uttar Pradesh,1,2002,Female,6 months less than 1 Yr.,0,0,0,0
Uttar Pradesh,1,2002,Female,3 - 6 months,0,0,0,0
Uttar Pradesh,1,2002,Female,Less than 3 months,0,6,3,0
Uttar Pradesh,1,2003,Female,Capital Punishment,0,0,0,0
Uttar Pradesh,1,2003,Female,Life Imprisonment,0,12,35,25
Uttar Pradesh,1,2003,Female,10-13 Plus years,1,6,21,12
Uttar Pradesh,1,2003,Female,7-9 Plus years,0,2,13,8
Uttar Pradesh,1,2003,Female,5-6 Plus years,0,9,11,5
Uttar Pradesh,1,2003,Female,2-4 Plus years,1,5,6,2
Uttar Pradesh,1,2003,Female,1 Less than 2 years,0,1,1,0
Uttar Pradesh,1,2003,Female,6 months less than 1 Yr.,0,0,0,0
Uttar Pradesh,1,2003,Female,3 - 6 months,0,0,0,0
Uttar Pradesh,1,2003,Female,Less than 3 months,0,0,0,0
Uttar Pradesh,1,2004,Female,Capital Punishment,0,12,20,18
Uttar Pradesh,1,2004,Female,Life Imprisonment,0,9,18,21
Uttar Pradesh,1,2004,Female,10-13 Plus years,1,4,24,7
Uttar Pradesh,1,2004,Female,7-9 Plus years,0,1,10,3
Uttar Pradesh,1,2004,Female,5-6 Plus years,0,9,3,2
Uttar Pradesh,1,2004,Female,2-4 Plus years,0,4,2,1
Uttar Pradesh,1,2004,Female,1 Less than 2 years,0,0,5,0
Uttar Pradesh,1,2004,Female,6 months less than 1 Yr.,0,0,3,0
Uttar Pradesh,1,2004,Female,3 - 6 months,0,1,3,0
Uttar Pradesh,1,2004,Female,Less than 3 months,0,16,0,0
Uttar Pradesh,1,2005,Female,Capital Punishment,0,0,3,2
Uttar Pradesh,1,2005,Female,Life Imprisonment,0,20,102,32
Uttar Pradesh,1,2005,Female,10-13 Plus years,0,15,21,15
Uttar Pradesh,1,2005,Female,7-9 Plus years,0,7,20,4
Uttar Pradesh,1,2005,Female,5-6 Plus years,0,7,16,2
Uttar Pradesh,1,2005,Female,2-4 Plus years,0,3,8,4
Uttar Pradesh,1,2005,Female,1 Less than 2 years,0,0,5,1
Uttar Pradesh,1,2005,Female,6 months less than 1 Yr.,0,1,0,0
Uttar Pradesh,1,2005,Female,3 - 6 months,0,0,1,0
Uttar Pradesh,1,2005,Female,Less than 3 months,0,2,1,1
Uttar Pradesh,1,2006,Female,Capital Punishment,0,0,4,0
Uttar Pradesh,1,2006,Female,Life Imprisonment,0,36,135,44
Uttar Pradesh,1,2006,Female,10-13 Plus years,0,27,79,21
Uttar Pradesh,1,2006,Female,7-9 Plus years,0,21,42,11
Uttar Pradesh,1,2006,Female,5-6 Plus years,0,7,19,3
Uttar Pradesh,1,2006,Female,2-4 Plus years,0,6,7,6
Uttar Pradesh,1,2006,Female,1 Less than 2 years,0,0,3,1
Uttar Pradesh,1,2006,Female,6 months less than 1 Yr.,0,0,1,0
Uttar Pradesh,1,2006,Female,3 - 6 months,0,3,0,0
Uttar Pradesh,1,2006,Female,Less than 3 months,0,0,1,0
Uttar Pradesh,1,2007,Female,Capital Punishment,0,0,0,0
Uttar Pradesh,1,2007,Female,Life Imprisonment,0,43,145,91
Uttar Pradesh,1,2007,Female,10-13 Plus years,0,39,101,29
Uttar Pradesh,1,2007,Female,7-9 Plus years,0,15,53,13
Uttar Pradesh,1,2007,Female,5-6 Plus years,0,6,24,3
Uttar Pradesh,1,2007,Female,2-4 Plus years,0,2,0,2
Uttar Pradesh,1,2007,Female,1 Less than 2 years,0,0,7,0
Uttar Pradesh,1,2007,Female,6 months less than 1 Yr.,0,6,0,0
Uttar Pradesh,1,2007,Female,3 - 6 months,0,0,0,0
Uttar Pradesh,1,2007,Female,Less than 3 months,0,0,0,0
Uttar Pradesh,1,2008,Female,Capital Punishment,0,0,1,0
Uttar Pradesh,1,2008,Female,Life Imprisonment,0,61,124,119
Uttar Pradesh,1,2008,Female,10-13 Plus years,0,29,92,57
Uttar Pradesh,1,2008,Female,7-9 Plus years,0,18,42,36
Uttar Pradesh,1,2008,Female,5-6 Plus years,0,10,30,7
Uttar Pradesh,1,2008,Female,2-4 Plus years,0,3,5,2
Uttar Pradesh,1,2008,Female,1 Less than 2 years,0,1,11,7
Uttar Pradesh,1,2008,Female,6 months less than 1 Yr.,0,1,11,0
Uttar Pradesh,1,2008,Female,3 - 6 months,0,0,3,0
Uttar Pradesh,1,2008,Female,Less than 3 months,0,0,2,1
Uttar Pradesh,1,2009,Female,Capital Punishment,0,0,1,0
Uttar Pradesh,1,2009,Female,Life Imprisonment,0,57,172,117
Uttar Pradesh,1,2009,Female,10-13 Plus years,0,15,98,56
Uttar Pradesh,1,2009,Female,7-9 Plus years,0,15,37,38
Uttar Pradesh,1,2009,Female,5-6 Plus years,0,10,38,6
Uttar Pradesh,1,2009,Female,2-4 Plus years,0,3,6,5
Uttar Pradesh,1,2009,Female,1 Less than 2 years,0,2,13,6
Uttar Pradesh,1,2009,Female,6 months less than 1 Yr.,0,2,14,0
Uttar Pradesh,1,2009,Female,3 - 6 months,0,0,3,0
Uttar Pradesh,1,2009,Female,Less than 3 months,0,0,2,0
Uttar Pradesh,1,2010,Female,Capital Punishment,0,1,1,0
Uttar Pradesh,1,2010,Female,Life Imprisonment,0,64,192,130
Uttar Pradesh,1,2010,Female,10-13 Plus years,0,17,110,62
Uttar Pradesh,1,2010,Female,7-9 Plus years,0,17,40,42
Uttar Pradesh,1,2010,Female,5-6 Plus years,0,11,42,7
Uttar Pradesh,1,2010,Female,2-4 Plus years,0,3,7,6
Uttar Pradesh,1,2010,Female,1 Less than 2 years,0,2,15,6
Uttar Pradesh,1,2010,Female,6 months less than 1 Yr.,0,2,16,0
Uttar Pradesh,1,2010,Female,3 - 6 months,0,0,3,0
Uttar Pradesh,1,2010,Female,Less than 3 months,0,0,3,0
Uttar Pradesh,1,2011,Female,Capital Punishment,0,1,2,0
Uttar Pradesh,1,2011,Female,Life Imprisonment,0,68,206,142
Uttar Pradesh,1,2011,Female,10-13 Plus years,0,19,118,68
Uttar Pradesh,1,2011,Female,7-9 Plus years,0,20,44,46
Uttar Pradesh,1,2011,Female,5-6 Plus years,0,14,48,8
Uttar Pradesh,1,2011,Female,2-4 Plus years,0,5,16,5
Uttar Pradesh,1,2011,Female,1 Less than 2 years,0,6,25,7
Uttar Pradesh,1,2011,Female,6 months less than 1 Yr.,0,5,18,1
Uttar Pradesh,1,2011,Female,3 - 6 months,0,2,4,1
Uttar Pradesh,1,2011,Female,Less than 3 months,0,1,5,0
Uttar Pradesh,1,2012,Female,Capital Punishment,0,0,0,0
Uttar Pradesh,1,2012,Female,Life Imprisonment,0,58,202,138
Uttar Pradesh,1,2012,Female,10-13 Plus years,0,14,114,66
Uttar Pradesh,1,2012,Female,7-9 Plus years,0,17,43,44
Uttar Pradesh,1,2012,Female,5-6 Plus years,0,12,45,8
Uttar Pradesh,1,2012,Female,2-4 Plus years,0,5,12,4
Uttar Pradesh,1,2012,Female,1 Less than 2 years,0,6,20,5
Uttar Pradesh,1,2012,Female,6 months less than 1 Yr.,0,4,15,1
Uttar Pradesh,1,2012,Female,3 - 6 months,0,1,3,2
Uttar Pradesh,1,2012,Female,Less than 3 months,0,2,3,0
Uttaranchal,1,2001,Female,Capital Punishment,0,0,0,0
Uttaranchal,1,2001,Female,Life Imprisonment,0,2,0,0
Uttaranchal,1,2001,Female,10-13 Plus years,0,0,0,0
Uttaranchal,1,2001,Female,7-9 Plus years,0,0,0,0
Uttaranchal,1,2001,Female,5-6 Plus years,0,0,0,0
Uttaranchal,1,2001,Female,2-4 Plus years,0,0,1,0
Uttaranchal,1,2001,Female,1 Less than 2 years,0,0,0,0
Uttaranchal,1,2001,Female,6 months less than 1 Yr.,0,0,0,0
Uttaranchal,1,2001,Female,3 - 6 months,0,0,0,0
Uttaranchal,1,2001,Female,Less than 3 months,0,0,0,0
Uttaranchal,1,2002,Female,Capital Punishment,0,0,0,0
Uttaranchal,1,2002,Female,Life Imprisonment,0,0,2,0
Uttaranchal,1,2002,Female,10-13 Plus years,0,0,0,0
Uttaranchal,1,2002,Female,7-9 Plus years,0,0,1,0
Uttaranchal,1,2002,Female,5-6 Plus years,0,1,3,0
Uttaranchal,1,2002,Female,2-4 Plus years,0,0,1,0
Uttaranchal,1,2002,Female,1 Less than 2 years,0,1,1,0
Uttaranchal,1,2002,Female,6 months less than 1 Yr.,0,0,1,0
Uttaranchal,1,2002,Female,3 - 6 months,0,0,1,0
Uttaranchal,1,2002,Female,Less than 3 months,0,0,0,0
Uttaranchal,1,2003,Female,Capital Punishment,0,0,0,0
Uttaranchal,1,2003,Female,Life Imprisonment,0,0,2,3
Uttaranchal,1,2003,Female,10-13 Plus years,0,0,3,0
Uttaranchal,1,2003,Female,7-9 Plus years,0,0,0,2
Uttaranchal,1,2003,Female,5-6 Plus years,0,0,0,0
Uttaranchal,1,2003,Female,2-4 Plus years,0,0,0,0
Uttaranchal,1,2003,Female,1 Less than 2 years,0,2,0,0
Uttaranchal,1,2003,Female,6 months less than 1 Yr.,0,0,0,0
Uttaranchal,1,2003,Female,3 - 6 months,0,0,0,0
Uttaranchal,1,2003,Female,Less than 3 months,0,0,0,0
Uttaranchal,1,2004,Female,Capital Punishment,0,0,0,0
Uttaranchal,1,2004,Female,Life Imprisonment,0,0,4,0
Uttaranchal,1,2004,Female,10-13 Plus years,0,5,0,2
Uttaranchal,1,2004,Female,7-9 Plus years,0,0,0,0
Uttaranchal,1,2004,Female,5-6 Plus years,0,0,0,0
Uttaranchal,1,2004,Female,2-4 Plus years,0,0,0,0
Uttaranchal,1,2004,Female,1 Less than 2 years,0,0,5,0
Uttaranchal,1,2004,Female,6 months less than 1 Yr.,0,0,0,0
Uttaranchal,1,2004,Female,3 - 6 months,0,5,0,0
Uttaranchal,1,2004,Female,Less than 3 months,0,0,0,0
Uttaranchal,1,2005,Female,Capital Punishment,0,0,0,0
Uttaranchal,1,2005,Female,Life Imprisonment,0,1,4,1
Uttaranchal,1,2005,Female,10-13 Plus years,0,0,2,2
Uttaranchal,1,2005,Female,7-9 Plus years,0,1,1,0
Uttaranchal,1,2005,Female,5-6 Plus years,0,0,2,0
Uttaranchal,1,2005,Female,2-4 Plus years,0,0,0,0
Uttaranchal,1,2005,Female,1 Less than 2 years,0,0,0,0
Uttaranchal,1,2005,Female,6 months less than 1 Yr.,0,0,0,0
Uttaranchal,1,2005,Female,3 - 6 months,0,0,0,0
Uttaranchal,1,2005,Female,Less than 3 months,0,0,0,0
Uttaranchal,1,2006,Female,Capital Punishment,0,0,0,0
Uttaranchal,1,2006,Female,Life Imprisonment,0,0,8,3
Uttaranchal,1,2006,Female,10-13 Plus years,0,1,1,2
Uttaranchal,1,2006,Female,7-9 Plus years,0,0,1,1
Uttaranchal,1,2006,Female,5-6 Plus years,0,0,0,0
Uttaranchal,1,2006,Female,2-4 Plus years,0,0,0,0
Uttaranchal,1,2006,Female,1 Less than 2 years,0,0,0,0
Uttaranchal,1,2006,Female,6 months less than 1 Yr.,0,0,0,0
Uttaranchal,1,2006,Female,3 - 6 months,0,0,0,0
Uttaranchal,1,2006,Female,Less than 3 months,0,0,0,0
Uttaranchal,1,2007,Female,Capital Punishment,0,0,0,0
Uttaranchal,1,2007,Female,Life Imprisonment,0,3,11,4
Uttaranchal,1,2007,Female,10-13 Plus years,0,0,1,0
Uttaranchal,1,2007,Female,7-9 Plus years,0,1,2,1
Uttaranchal,1,2007,Female,5-6 Plus years,0,0,3,0
Uttaranchal,1,2007,Female,2-4 Plus years,0,0,0,0
Uttaranchal,1,2007,Female,1 Less than 2 years,0,0,0,2
Uttaranchal,1,2007,Female,6 months less than 1 Yr.,0,0,0,0
Uttaranchal,1,2007,Female,3 - 6 months,0,0,0,0
Uttaranchal,1,2007,Female,Less than 3 months,0,0,0,0
Uttaranchal,1,2008,Female,Capital Punishment,0,0,0,0
Uttaranchal,1,2008,Female,Life Imprisonment,0,3,10,1
Uttaranchal,1,2008,Female,10-13 Plus years,0,0,0,1
Uttaranchal,1,2008,Female,7-9 Plus years,0,0,4,0
Uttaranchal,1,2008,Female,5-6 Plus years,0,0,9,0
Uttaranchal,1,2008,Female,2-4 Plus years,0,4,3,0
Uttaranchal,1,2008,Female,1 Less than 2 years,0,0,0,0
Uttaranchal,1,2008,Female,6 months less than 1 Yr.,0,0,0,0
Uttaranchal,1,2008,Female,3 - 6 months,0,0,0,0
Uttaranchal,1,2008,Female,Less than 3 months,0,0,0,0
Uttaranchal,1,2009,Female,Capital Punishment,0,0,0,0
Uttaranchal,1,2009,Female,Life Imprisonment,0,1,11,1
Uttaranchal,1,2009,Female,10-13 Plus years,0,1,0,0
Uttaranchal,1,2009,Female,7-9 Plus years,0,2,2,0
Uttaranchal,1,2009,Female,5-6 Plus years,0,0,2,0
Uttaranchal,1,2009,Female,2-4 Plus years,0,3,2,6
Uttaranchal,1,2009,Female,1 Less than 2 years,0,4,3,0
Uttaranchal,1,2009,Female,6 months less than 1 Yr.,0,1,1,0
Uttaranchal,1,2009,Female,3 - 6 months,0,0,2,0
Uttaranchal,1,2009,Female,Less than 3 months,0,2,0,0
Uttaranchal,1,2010,Female,Capital Punishment,0,0,0,0
Uttaranchal,1,2010,Female,Life Imprisonment,0,4,15,5
Uttaranchal,1,2010,Female,10-13 Plus years,0,3,5,2
Uttaranchal,1,2010,Female,7-9 Plus years,0,0,2,2
Uttaranchal,1,2010,Female,5-6 Plus years,0,1,5,1
Uttaranchal,1,2010,Female,2-4 Plus years,0,1,4,2
Uttaranchal,1,2010,Female,1 Less than 2 years,0,1,1,0
Uttaranchal,1,2010,Female,6 months less than 1 Yr.,0,0,0,2
Uttaranchal,1,2010,Female,3 - 6 months,0,0,0,0
Uttaranchal,1,2010,Female,Less than 3 months,0,0,0,0
Uttaranchal,1,2011,Female,Capital Punishment,0,0,0,0
Uttaranchal,1,2011,Female,Life Imprisonment,0,3,21,17
Uttaranchal,1,2011,Female,10-13 Plus years,0,0,4,6
Uttaranchal,1,2011,Female,7-9 Plus years,0,0,2,1
Uttaranchal,1,2011,Female,5-6 Plus years,0,0,1,2
Uttaranchal,1,2011,Female,2-4 Plus years,0,0,1,1
Uttaranchal,1,2011,Female,1 Less than 2 years,0,0,1,0
Uttaranchal,1,2011,Female,6 months less than 1 Yr.,0,0,1,1
Uttaranchal,1,2011,Female,3 - 6 months,0,0,1,2
Uttaranchal,1,2011,Female,Less than 3 months,0,0,1,1
Uttaranchal,1,2012,Female,Capital Punishment,0,0,0,0
Uttaranchal,1,2012,Female,Life Imprisonment,0,2,11,2
Uttaranchal,1,2012,Female,10-13 Plus years,0,4,6,2
Uttaranchal,1,2012,Female,7-9 Plus years,0,4,5,1
Uttaranchal,1,2012,Female,5-6 Plus years,0,5,5,2
Uttaranchal,1,2012,Female,2-4 Plus years,0,5,1,1
Uttaranchal,1,2012,Female,1 Less than 2 years,0,1,1,2
Uttaranchal,1,2012,Female,6 months less than 1 Yr.,0,1,1,1
Uttaranchal,1,2012,Female,3 - 6 months,0,1,1,1
Uttaranchal,1,2012,Female,Less than 3 months,0,0,1,1
West Bengal,1,2001,Female,Capital Punishment,0,0,1,0
West Bengal,1,2001,Female,Life Imprisonment,0,2,15,7
West Bengal,1,2001,Female,10-13 Plus years,0,4,11,2
West Bengal,1,2001,Female,7-9 Plus years,0,0,3,0
West Bengal,1,2001,Female,5-6 Plus years,0,2,1,1
West Bengal,1,2001,Female,2-4 Plus years,0,3,6,0
West Bengal,1,2001,Female,1 Less than 2 years,0,1,2,1
West Bengal,1,2001,Female,6 months less than 1 Yr.,0,2,3,0
West Bengal,1,2001,Female,3 - 6 months,0,3,6,0
West Bengal,1,2001,Female,Less than 3 months,0,10,18,2
West Bengal,1,2002,Female,Capital Punishment,0,0,0,0
West Bengal,1,2002,Female,Life Imprisonment,0,4,21,14
West Bengal,1,2002,Female,10-13 Plus years,0,2,9,7
West Bengal,1,2002,Female,7-9 Plus years,0,1,5,2
West Bengal,1,2002,Female,5-6 Plus years,0,2,6,0
West Bengal,1,2002,Female,2-4 Plus years,0,2,8,0
West Bengal,1,2002,Female,1 Less than 2 years,0,0,3,2
West Bengal,1,2002,Female,6 months less than 1 Yr.,0,6,3,1
West Bengal,1,2002,Female,3 - 6 months,0,0,4,0
West Bengal,1,2002,Female,Less than 3 months,0,28,9,0
West Bengal,1,2003,Female,Capital Punishment,0,0,0,0
West Bengal,1,2003,Female,Life Imprisonment,0,5,17,14
West Bengal,1,2003,Female,10-13 Plus years,0,2,13,5
West Bengal,1,2003,Female,7-9 Plus years,0,4,10,3
West Bengal,1,2003,Female,5-6 Plus years,0,7,16,1
West Bengal,1,2003,Female,2-4 Plus years,0,2,12,0
West Bengal,1,2003,Female,1 Less than 2 years,0,3,5,2
West Bengal,1,2003,Female,6 months less than 1 Yr.,0,8,6,2
West Bengal,1,2003,Female,3 - 6 months,0,52,11,1
West Bengal,1,2003,Female,Less than 3 months,0,25,39,3
West Bengal,1,2004,Female,Capital Punishment,0,0,0,0
West Bengal,1,2004,Female,Life Imprisonment,0,6,38,18
West Bengal,1,2004,Female,10-13 Plus years,0,1,7,1
West Bengal,1,2004,Female,7-9 Plus years,0,4,12,2
West Bengal,1,2004,Female,5-6 Plus years,0,9,14,5
West Bengal,1,2004,Female,2-4 Plus years,0,5,9,4
West Bengal,1,2004,Female,1 Less than 2 years,0,5,10,1
West Bengal,1,2004,Female,6 months less than 1 Yr.,0,4,5,1
West Bengal,1,2004,Female,3 - 6 months,0,5,6,0
West Bengal,1,2004,Female,Less than 3 months,0,7,3,4
West Bengal,1,2005,Female,Capital Punishment,0,0,1,0
West Bengal,1,2005,Female,Life Imprisonment,0,11,54,29
West Bengal,1,2005,Female,10-13 Plus years,0,6,15,0
West Bengal,1,2005,Female,7-9 Plus years,0,29,0,0
West Bengal,1,2005,Female,5-6 Plus years,0,8,0,0
West Bengal,1,2005,Female,2-4 Plus years,0,8,0,0
West Bengal,1,2005,Female,1 Less than 2 years,0,7,0,0
West Bengal,1,2005,Female,6 months less than 1 Yr.,0,6,0,0
West Bengal,1,2005,Female,3 - 6 months,0,19,0,0
West Bengal,1,2005,Female,Less than 3 months,0,27,0,0
West Bengal,1,2006,Female,Capital Punishment,0,0,0,0
West Bengal,1,2006,Female,Life Imprisonment,0,22,41,32
West Bengal,1,2006,Female,10-13 Plus years,0,11,13,5
West Bengal,1,2006,Female,7-9 Plus years,0,6,7,4
West Bengal,1,2006,Female,5-6 Plus years,0,10,9,3
West Bengal,1,2006,Female,2-4 Plus years,0,3,12,1
West Bengal,1,2006,Female,1 Less than 2 years,0,3,4,0
West Bengal,1,2006,Female,6 months less than 1 Yr.,0,5,4,3
West Bengal,1,2006,Female,3 - 6 months,0,16,3,1
West Bengal,1,2006,Female,Less than 3 months,0,2,4,5
West Bengal,1,2007,Female,Capital Punishment,0,0,0,0
West Bengal,1,2007,Female,Life Imprisonment,0,20,52,25
West Bengal,1,2007,Female,10-13 Plus years,0,11,11,4
West Bengal,1,2007,Female,7-9 Plus years,0,8,10,3
West Bengal,1,2007,Female,5-6 Plus years,0,4,8,3
West Bengal,1,2007,Female,2-4 Plus years,0,6,12,1
West Bengal,1,2007,Female,1 Less than 2 years,0,7,2,1
West Bengal,1,2007,Female,6 months less than 1 Yr.,1,4,6,1
West Bengal,1,2007,Female,3 - 6 months,1,1,2,1
West Bengal,1,2007,Female,Less than 3 months,2,2,2,0
West Bengal,1,2008,Female,Capital Punishment,0,0,1,0
West Bengal,1,2008,Female,Life Imprisonment,0,27,55,31
West Bengal,1,2008,Female,10-13 Plus years,0,4,18,15
West Bengal,1,2008,Female,7-9 Plus years,0,10,19,7
West Bengal,1,2008,Female,5-6 Plus years,0,12,8,3
West Bengal,1,2008,Female,2-4 Plus years,0,10,24,3
West Bengal,1,2008,Female,1 Less than 2 years,0,4,23,4
West Bengal,1,2008,Female,6 months less than 1 Yr.,0,8,10,8
West Bengal,1,2008,Female,3 - 6 months,0,8,8,2
West Bengal,1,2008,Female,Less than 3 months,0,19,1,2
West Bengal,1,2009,Female,Capital Punishment,0,0,1,0
West Bengal,1,2009,Female,Life Imprisonment,0,41,63,34
West Bengal,1,2009,Female,10-13 Plus years,0,4,7,3
West Bengal,1,2009,Female,7-9 Plus years,0,8,13,12
West Bengal,1,2009,Female,5-6 Plus years,0,8,17,10
